player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Isaiah Pola-Mao,60781,S,LV,17,0,23,0,0,0,0,0,0,22.2,4,0,0.0,0,0,0,0,3.3,18,540,1,5.6,0,0,0,0,77.8,14,1,7.1,1,1,2,1,1,2
Xavier Thomas,76807,ED,ARZ,14,1,1,1,7,0,0,6,1,64.5,80,9,7.5,3,3,1,1,82.1,124,151,11,5.6,1,1,1,0,35.5,44,2,2.3,0,0,0,3,3,1
Troy Reeder,38268,LB,LA,6,0,26,0,2,0,0,1,0,58.8,10,1,5.0,0,0,0,0,10.2,18,177,2,5.6,0,0,1,0,41.2,7,1,7.1,0,0,0,0,0,0
Jake Hansen,43645,LB,HST,6,0,13,0,1,0,0,0,0,71.4,5,0,0.0,0,0,0,0,11.8,9,76,1,5.6,0,0,0,0,28.6,2,0,0.0,0,0,0,0,0,0
Malcolm Roach,50191,DI,DEN,17,2,10,5,17,2,2,10,2,49.4,122,13,5.7,1,0,0,4,97.3,252,259,25,5.6,0,3,6,2,50.6,125,11,5.2,2,3,3,3,3,3
Angelo Blackson,9533,DI,ARZ,1,0,1,0,1,0,0,0,0,44.4,4,0,0.0,0,0,0,0,100.0,9,9,1,5.6,0,0,1,0,55.6,5,1,10.0,0,0,0,0,0,0
Tim Settle,48966,DI,HST,17,0,13,4,29,0,1,19,2,66.6,249,24,5.6,4,5,2,2,100.0,381,381,38,5.6,0,3,9,0,33.4,125,12,4.8,0,1,1,5,7,3
Solomon Byrd,75742,ED,HST,1,0,13,1,0,0,1,0,0,77.8,7,1,7.1,0,0,0,0,100.0,9,9,1,5.6,0,0,0,0,22.2,2,0,0.0,0,0,0,0,0,0
Vonn Bell,10695,S,CIN,17,0,7,1,1,0,1,1,0,61.1,11,2,9.1,0,0,0,0,4.5,18,402,2,5.6,0,0,0,0,38.9,7,0,0.0,0,0,0,0,0,0
Michael Hall Jr.,145076,DI,CLV,8,0,8,4,11,0,3,6,0,37.1,56,9,8.0,0,1,1,0,96.8,153,158,16,5.6,0,1,5,0,62.9,95,7,4.2,1,2,1,1,3,2
Derek Barnett,11769,ED,HST,16,0,13,3,10,0,0,1,0,14.4,30,2,5.0,1,1,0,0,100.0,208,208,18,5.5,0,3,9,0,85.6,178,16,5.6,4,4,0,5,5,0
Dayo Odeyingbo,56923,ED,IND,17,0,14,13,25,0,10,21,3,73.7,302,33,5.8,2,5,3,3,99.8,416,417,42,5.5,0,3,4,0,26.3,108,8,4.2,1,1,0,4,7,3
Andrew Billings,10756,DI,CHI,8,0,6,2,11,0,0,1,0,5.5,7,1,7.1,0,0,0,0,98.6,136,138,14,5.5,0,2,9,0,94.5,120,12,5.4,1,2,1,1,2,1
Sam Okuayinonu,101425,ED,SF,16,0,28,3,17,0,1,11,1,48.3,113,14,7.1,2,3,2,1,98.3,235,239,23,5.5,0,2,5,0,51.7,121,8,3.7,1,2,2,3,5,4
Kingsley Enagbare,82409,ED,GB,17,1,12,4,16,1,2,9,3,57.3,157,13,4.8,2,3,1,4,90.1,274,304,25,5.5,0,2,7,1,42.7,117,12,6.4,3,5,2,5,8,3
Dallas Turner,146604,ED,MIN,16,0,18,2,7,0,1,4,0,36.0,49,6,7.1,1,1,1,0,72.3,136,188,12,5.5,0,1,3,0,64.0,87,6,4.6,2,2,0,3,3,1
Solomon Thomas,11758,DI,NYJ,16,0,22,2,16,0,1,9,2,59.8,144,14,6.3,4,3,0,3,99.6,242,243,22,5.4,0,1,7,1,40.2,97,8,4.1,0,1,3,4,4,3
DeMarcus Walker,11806,ED,CHI,17,3,6,12,23,1,0,4,0,12.4,49,4,4.1,0,0,0,3,97.1,396,408,39,5.4,2,12,19,3,87.6,347,35,5.6,4,5,2,4,5,2
Will Harris,51336,S,NO,13,0,20,0,3,0,0,0,0,53.6,15,0,0.0,0,0,0,0,5.5,28,507,3,5.4,0,0,3,0,46.4,13,3,11.5,0,0,0,0,0,0
Leonard Taylor III,143953,DI,NYJ,14,1,22,1,6,0,1,5,1,37.3,38,7,10.5,1,1,2,1,100.0,102,102,9,5.4,1,0,1,0,62.7,64,2,2.3,1,0,0,2,1,2
L.J. Collier,48822,DI,ARZ,17,0,1,4,21,0,1,11,1,59.9,182,14,4.4,2,3,3,1,100.0,308,308,29,5.4,0,3,10,0,40.1,122,14,6.1,1,1,0,4,5,3
Tyquan Lewis,48475,ED,IND,10,0,14,3,12,0,1,5,0,47.9,81,6,3.7,0,0,0,2,98.3,177,180,17,5.4,0,2,5,2,52.1,88,9,6.3,2,1,0,2,1,0
Jamin Davis,57905,ED,NYJ,8,0,22,0,3,0,0,2,0,47.7,21,2,4.8,0,0,1,1,80.7,46,57,4,5.4,0,0,1,0,52.3,23,2,6.5,1,1,0,1,1,1
Malcolm Rodriguez,60731,LB,DET,9,0,11,0,1,0,0,0,0,47.8,22,2,9.1,2,2,0,0,23.6,47,199,3,5.3,0,0,1,0,52.2,24,1,2.1,0,0,0,2,2,0
Jordan Battle,98857,S,CIN,15,0,7,1,1,0,0,1,0,84.2,16,1,3.1,0,0,0,0,6.7,19,282,2,5.3,0,1,0,0,15.8,3,1,16.7,0,0,0,0,0,0
Thomas Incoom,145694,ED,CAR,4,0,5,1,1,0,0,1,0,38.9,7,1,7.1,0,0,0,1,82.6,19,23,2,5.3,0,1,0,1,61.1,11,1,4.5,0,0,0,0,1,1
Arik Armstead,9450,ED,JAX,17,1,15,5,29,1,5,23,1,88.7,315,30,5.1,2,6,6,2,99.4,356,358,36,5.3,0,0,6,1,11.3,40,6,7.5,0,1,1,2,7,7
Nick Cross,97514,S,IND,17,0,14,0,2,0,0,1,1,57.9,11,1,4.5,0,0,0,1,3.1,19,612,2,5.3,0,0,1,0,42.1,8,1,6.3,0,0,0,0,0,0
Pat Jones II,43974,ED,MIN,15,3,18,4,13,1,3,8,2,49.8,147,13,5.1,2,2,0,4,91.1,296,325,24,5.2,2,1,5,2,50.2,148,11,5.4,5,6,1,7,8,1
Chris Williams,87178,DI,CHI,17,0,6,6,8,0,2,3,1,47.1,90,6,3.9,1,1,0,2,98.5,194,197,17,5.2,0,4,5,1,52.9,101,11,6.4,2,3,1,3,4,1
Ogbo Okoronkwo,50130,ED,CLV,16,4,8,4,17,1,4,14,4,64.1,166,20,6.6,2,2,0,5,96.7,261,270,24,5.2,3,0,3,1,35.9,93,4,2.7,1,2,2,3,4,2
Bryan Bresee,122142,DI,NO,17,0,20,7,23,0,1,8,0,47.2,184,11,3.5,2,4,2,2,99.1,440,444,38,5.2,0,5,12,2,52.8,206,22,6.6,5,4,1,8,10,4
Anfernee Jennings,25449,ED,NE,16,1,19,6,22,0,4,14,1,63.6,208,20,5.3,2,1,0,1,81.3,327,402,31,5.2,1,2,8,0,36.4,119,11,5.0,1,1,0,3,2,0
Karl Brooks,76941,DI,GB,17,2,12,3,18,2,2,5,1,45.8,125,9,4.4,2,3,1,2,98.2,279,284,25,5.2,0,1,13,1,54.2,148,16,6.1,2,6,4,4,9,5
Terrel Bernard,57739,LB,BUF,13,0,4,2,3,0,1,1,0,37.8,17,2,5.9,0,0,0,0,11.1,48,431,5,5.2,0,1,2,0,62.2,28,3,5.4,0,0,0,0,0,0
Chauncey Golston,42718,ED,DAL,17,2,9,2,28,1,1,18,1,57.9,250,23,5.4,4,5,4,1,99.1,432,436,37,5.1,1,1,10,0,42.1,182,14,4.7,3,4,3,7,9,7
Lukas Van Ness,129482,ED,GB,17,0,12,3,13,0,0,2,0,8.9,21,2,4.8,0,0,0,0,95.5,235,246,20,5.1,0,3,11,0,91.1,214,18,5.1,4,3,1,4,3,1
Boogie Basham,44320,ED,NYG,4,1,21,1,3,1,0,3,0,82.1,32,3,4.7,0,0,0,0,100.0,39,39,4,5.1,0,1,0,0,17.9,7,1,7.1,0,0,0,0,0,0
Byron Cowart,50588,DI,CHI,15,0,6,2,7,0,1,5,1,42.8,59,7,6.8,1,1,0,1,99.3,148,149,12,5.1,0,1,2,0,57.2,79,5,4.4,2,2,0,3,3,0
William Gholston,7908,DI,TB,17,1,30,2,6,1,0,6,1,51.0,50,6,6.0,0,0,0,1,100.0,98,98,9,5.1,0,2,0,0,49.0,48,3,4.2,1,3,2,1,3,2
Uchenna Nwosu,50084,ED,SEA,6,0,29,5,4,0,1,2,0,43.0,46,3,3.3,0,1,1,0,87.0,107,123,10,5.1,0,4,2,0,57.0,61,7,6.6,1,1,0,1,2,1
Roger McCreary,83176,CB,TEN,15,0,31,0,1,0,0,1,0,66.7,20,1,2.5,0,0,0,0,7.7,30,391,2,5.0,0,0,0,0,33.3,10,1,10.0,1,1,0,1,1,0
Mario Edwards Jr.,9468,DI,HST,13,0,13,5,16,0,1,6,1,41.1,116,8,3.9,1,1,1,2,100.0,292,292,25,5.0,0,3,10,1,58.9,166,15,5.1,2,4,3,4,5,4
Felix Anudike-Uzomah,122582,ED,KC,17,0,16,4,7,0,0,2,1,18.1,30,2,3.3,0,0,1,2,94.9,169,178,14,5.0,0,3,5,1,81.9,136,11,5.1,3,4,4,3,4,5
Jalyx Hunt,105989,ED,PHI,9,0,24,1,7,0,0,3,1,26.1,31,3,4.8,0,0,0,2,88.8,119,134,10,5.0,0,1,4,1,73.9,88,7,5.1,2,1,1,2,1,1
Emmanuel Ogbah,10666,ED,MIA,16,0,17,5,22,0,1,10,3,37.0,143,13,5.2,2,3,1,5,88.2,387,439,33,5.0,0,4,12,2,63.0,244,20,4.9,4,4,1,6,7,2
Ezekiel Turner,49167,LB,DET,7,0,11,1,0,0,0,0,0,40.0,4,0,0.0,0,0,0,0,12.5,10,80,1,5.0,0,1,0,0,60.0,6,1,8.3,0,0,0,0,0,0
Deatrich Wise Jr.,11886,ED,NE,15,2,19,3,12,0,1,6,0,32.9,82,10,7.9,3,3,0,0,100.0,249,249,20,5.0,2,2,6,0,67.1,167,10,3.6,2,2,0,5,5,0
Malik Harrison,28081,LB,BLT,15,0,3,2,2,0,1,1,1,42.1,16,2,6.3,0,0,0,2,22.2,40,180,4,5.0,0,1,1,1,57.9,22,2,4.5,0,1,1,0,1,1
Cameron Jordan,6176,ED,NO,17,1,20,3,21,1,3,19,1,90.5,295,26,5.1,4,6,3,1,97.6,326,334,28,4.9,0,0,2,0,9.5,31,2,3.2,0,1,0,4,7,3
Myles Murphy,122154,ED,CIN,13,0,7,3,17,0,2,16,2,87.3,178,18,5.1,0,1,1,2,91.5,204,223,20,4.9,0,1,1,0,12.7,26,2,3.8,0,0,0,0,1,1
Quinton Jefferson,10781,DI,BUF,12,1,4,2,9,1,2,6,0,75.3,113,10,5.3,2,2,0,0,99.3,152,153,13,4.9,0,0,3,0,24.7,37,3,4.1,0,0,1,2,2,1
Daron Payne,48698,DI,WAS,17,0,32,2,28,0,2,24,1,80.3,322,31,5.6,5,7,2,1,99.8,408,409,35,4.9,0,0,3,0,19.7,79,3,1.9,0,0,0,5,7,2
Roquan Smith,50892,LB,BLT,16,0,3,1,5,0,0,1,0,41.8,28,2,5.4,1,0,0,0,12.8,81,632,7,4.9,0,1,3,0,58.2,39,4,5.1,0,1,1,1,1,1
Javon Kinlaw,56834,DI,NYJ,17,0,22,4,21,0,3,18,0,85.2,306,26,5.1,5,6,2,0,99.4,360,362,30,4.9,0,1,3,0,14.8,53,4,3.8,0,0,1,5,6,3
Preston Smith,9471,ED,PIT,17,0,25,1,12,0,0,3,1,31.8,77,6,5.8,3,2,0,1,90.6,242,267,18,4.8,0,1,9,0,68.2,165,12,4.2,2,3,3,5,5,3
Darius Muasau,86008,LB,NYG,13,0,21,1,1,0,1,1,1,57.9,11,2,9.1,0,0,0,1,10.0,21,211,2,4.8,0,0,0,0,42.1,8,0,0.0,0,0,0,0,0,0
Kamu Grugier-Hill,10842,LB,MIN,10,0,18,0,2,0,0,2,0,57.1,12,2,8.3,0,0,0,0,17.6,21,119,2,4.8,0,0,0,0,42.9,9,0,0.0,0,0,0,0,0,0
Harold Landry III,48600,ED,TEN,17,4,31,5,15,4,5,15,2,97.5,384,29,4.9,9,11,6,2,82.1,394,480,29,4.8,0,0,0,0,2.5,10,0,0.0,0,0,0,9,11,6
Josh Paschal,57908,ED,DET,14,0,11,6,22,0,3,15,2,56.0,188,20,5.9,2,4,2,2,96.0,336,350,30,4.8,0,3,7,0,44.0,148,10,3.4,0,0,0,2,4,2
Leo Chenal,101463,LB,KC,17,0,16,1,9,0,1,8,2,58.4,59,9,7.6,0,1,1,2,44.5,105,236,10,4.8,0,0,1,0,41.6,42,1,1.2,0,1,1,0,2,2
Byron Murphy II,131252,DI,SEA,14,1,29,0,20,1,0,10,0,48.4,108,11,5.6,1,1,0,2,99.1,230,232,21,4.8,0,0,10,2,51.6,115,10,4.3,0,1,1,1,2,1
Tershawn Wharton,40292,DI,KC,17,0,16,4,22,0,3,12,1,58.7,213,19,5.4,4,3,0,3,97.2,420,432,33,4.8,0,1,8,2,41.3,150,10,3.7,1,2,1,7,7,2
Yasir Abdullah,77100,LB,JAX,12,0,15,1,7,0,1,0,0,17.8,13,1,3.8,0,0,0,1,78.5,84,107,8,4.8,0,0,6,1,82.2,60,6,5.0,0,3,3,0,3,3
Bud Dupree,9455,ED,LAC,17,0,27,5,15,0,3,2,0,22.1,73,6,4.8,1,2,2,2,94.8,330,348,26,4.8,0,2,13,2,77.9,257,20,4.9,5,7,2,6,9,4
Denico Autry,8982,ED,HST,10,1,13,3,11,0,1,8,0,56.0,117,12,6.4,3,3,2,0,99.5,209,210,17,4.8,1,2,3,0,44.0,92,5,2.7,0,0,0,3,3,2
Bruce Hector,48759,DI,NYJ,6,0,22,0,2,0,0,2,0,41.9,18,2,5.6,0,0,0,0,100.0,43,43,3,4.7,0,0,0,0,58.1,25,1,4.0,1,1,0,1,1,0
Naquan Jones,44363,DI,ARZ,12,1,1,1,5,0,1,3,0,53.8,64,5,4.7,1,1,0,0,100.0,129,129,9,4.7,1,0,0,0,46.2,55,2,3.6,2,3,1,3,4,1
D.J. Davidson,56523,DI,NYG,12,0,21,0,6,0,0,5,1,47.6,50,6,7.0,1,1,0,1,97.2,106,109,8,4.7,0,0,1,0,52.4,55,2,2.7,1,2,1,2,3,1
Matthew Judon,10780,ED,ATL,17,1,2,2,15,0,1,9,0,53.1,162,12,4.3,2,3,1,1,78.5,306,390,23,4.7,1,1,6,1,46.9,143,11,5.2,4,6,3,6,9,4
Sebastian Joseph-Day,49935,DI,TEN,17,0,31,3,10,0,1,6,1,48.5,100,7,3.5,0,0,0,1,98.6,206,209,16,4.6,0,2,4,0,51.5,106,9,5.7,3,3,0,3,3,0
Khalil Davis,48988,DI,SF,12,0,28,1,7,0,1,4,2,39.4,41,5,6.1,0,0,0,2,100.0,108,108,9,4.6,0,0,3,0,60.6,63,4,4.0,1,1,0,1,1,0
Morgan Fox,11184,DI,LAC,17,0,27,2,23,0,2,6,0,45.6,157,12,5.1,4,4,0,1,97.8,355,363,29,4.6,0,0,14,1,54.4,187,14,3.7,0,0,0,4,4,0
Dante Stills,76937,DI,ARZ,16,0,1,3,14,0,2,9,3,45.8,135,12,4.8,1,1,1,5,100.0,295,295,22,4.6,0,1,5,2,54.2,160,10,4.4,4,4,1,5,5,2
Joe Tryon-Shoyinka,58272,ED,TB,15,1,30,1,19,0,0,10,1,55.5,146,10,3.4,0,2,3,1,76.0,263,346,22,4.6,1,1,9,0,44.5,117,12,6.0,2,2,0,2,4,3
Mike Danna,48415,ED,KC,13,1,16,4,14,0,0,0,0,6.5,18,0,0.0,0,0,0,1,92.7,281,303,22,4.6,1,3,14,1,93.5,259,21,4.8,4,6,2,4,6,2
Janarius Robinson,42447,ED,LV,10,0,23,1,3,0,0,0,0,22.7,15,1,6.7,1,1,0,0,95.7,66,69,5,4.5,0,1,3,0,77.3,51,4,3.9,0,1,1,1,2,1
Charles Omenihu,50612,ED,KC,6,0,16,1,10,0,1,4,1,48.3,70,5,3.6,0,0,0,1,98.0,145,148,12,4.5,0,0,6,0,51.7,75,7,5.3,1,2,1,1,2,1
Scott Matlock,82482,FB,LAC,16,1,27,0,4,1,0,1,0,40.3,27,1,1.9,0,0,0,0,100.0,67,67,5,4.5,0,0,3,0,59.7,40,4,6.3,1,1,0,1,1,0
Ventrell Miller,57809,LB,JAX,15,0,15,0,1,0,0,1,0,54.5,6,1,8.3,0,0,0,0,4.8,11,228,1,4.5,0,0,0,0,45.5,5,0,0.0,0,0,0,0,0,0
Patrick O'Connor,12005,DI,DET,12,1,11,0,9,0,0,4,1,42.3,47,5,6.4,1,1,0,2,99.2,123,124,10,4.5,1,0,5,1,57.7,64,5,3.9,0,0,0,1,1,0
Nick Vigil,10721,LB,DAL,4,0,9,0,1,0,0,1,0,72.7,8,1,6.3,0,0,0,0,15.7,11,70,1,4.5,0,0,0,0,27.3,3,0,0.0,0,0,0,0,0,0
Ji'Ayir Brown,129767,S,SF,17,0,28,0,1,0,0,0,0,27.3,3,0,0.0,0,0,0,0,2.3,11,470,1,4.5,0,0,1,0,72.7,8,1,6.3,0,0,0,0,0,0
Teair Tart,82261,DI,LAC,17,0,27,4,11,0,3,6,2,49.5,90,9,5.0,0,0,0,2,100.0,189,189,16,4.5,0,1,5,0,50.5,92,7,4.3,1,3,3,1,3,3
Dane Jackson,32989,CB,CAR,9,0,5,0,1,0,0,1,1,45.5,5,1,10.0,0,0,0,1,6.1,11,181,1,4.5,0,0,0,0,54.5,6,0,0.0,0,0,0,0,0,0
Eku Leota,82363,ED,PIT,3,0,25,0,0,0,0,0,0,13.6,3,0,0.0,0,0,0,0,81.5,22,27,1,4.5,0,0,0,0,86.4,19,1,5.3,1,3,2,1,3,2
Neil Farrell Jr.,56401,DI,MIA,7,0,17,1,2,0,1,1,0,43.8,14,2,7.1,0,0,0,0,100.0,33,33,3,4.5,0,0,1,0,56.3,18,1,2.8,0,0,0,0,0,0
Micheal Clemons,56872,ED,NYJ,17,1,22,5,14,0,0,2,0,23.8,72,4,4.2,2,2,0,1,99.0,302,305,23,4.5,1,5,12,1,76.2,230,19,4.6,2,2,2,4,4,2
B.J. Hill,49894,DI,CIN,15,2,7,4,25,2,3,20,3,78.7,274,25,4.9,2,2,1,3,98.5,400,406,32,4.4,0,0,3,0,21.3,74,4,3.4,1,2,2,3,4,3
Dominique Robinson,61436,ED,CHI,6,0,6,1,2,0,1,2,1,64.7,22,3,6.8,0,0,0,1,100.0,34,34,3,4.4,0,0,0,0,35.3,12,0,0.0,0,0,0,0,0,0
Shelby Harris,8869,DI,CLV,14,2,8,2,16,0,0,3,0,25.6,64,4,3.9,1,2,1,1,98.0,251,256,20,4.4,2,2,13,1,74.4,186,16,4.6,1,1,1,2,3,2
DaQuan Jones,8747,DI,BUF,16,1,4,4,17,0,3,6,1,46.7,142,12,5.3,3,3,3,2,100.0,306,306,24,4.4,1,1,11,1,53.3,162,12,3.7,0,1,1,3,4,4
Fred Warner,51222,LB,SF,17,0,28,0,3,0,0,2,0,51.6,16,2,6.3,0,0,0,1,6.3,34,537,3,4.4,0,0,0,0,48.4,15,0,0.0,0,0,0,0,0,0
Malik Herring,56616,ED,KC,12,0,16,2,6,0,0,4,0,44.3,39,4,5.1,0,0,0,0,96.8,90,93,8,4.4,0,2,2,0,55.7,49,4,4.1,0,0,0,0,0,0
Tavius Robinson,124147,ED,BLT,17,1,3,8,5,1,6,4,0,59.3,144,12,4.9,2,2,1,0,93.8,243,259,17,4.3,0,2,1,0,40.7,99,5,3.5,2,2,0,4,4,1
Jose Ramirez,56323,ED,TB,3,0,30,1,1,0,0,0,0,17.4,4,0,0.0,0,0,0,0,95.8,23,24,2,4.3,0,1,1,0,82.6,19,2,5.3,0,0,0,0,0,0
Payton Turner,56624,ED,NO,15,1,20,1,10,0,1,8,1,67.8,118,10,4.7,1,2,1,1,99.4,174,175,13,4.3,1,0,2,0,32.2,56,3,3.6,1,1,0,2,3,1
Roy Lopez,48676,DI,ARZ,16,1,1,2,15,0,0,0,0,44.4,48,0,0.0,0,0,0,2,100.0,223,223,18,4.3,0,2,4,1,55.6,60,7,6.7,1,2,1,1,2,1
Travis Jones,76914,DI,BLT,16,0,3,5,24,0,1,11,1,45.9,150,12,4.0,0,1,2,1,99.2,364,367,30,4.3,0,2,13,0,54.1,177,16,4.8,1,1,0,1,2,2
Logan Hall,76919,DI,TB,16,1,30,5,10,0,3,5,1,53.1,164,11,4.3,3,2,1,1,98.7,312,316,21,4.3,1,2,5,0,46.9,145,10,4.5,3,4,1,6,6,2
Charles Harris,11777,ED,PHI,12,0,24,4,9,0,0,0,0,14.2,31,1,3.2,1,3,2,1,87.3,219,251,16,4.3,0,4,9,1,85.8,187,15,4.5,2,2,0,3,5,2
Roy Robertson-Harris,11341,DI,SEA,17,0,29,3,11,0,1,4,0,28.6,60,5,4.2,0,0,0,1,96.8,210,217,16,4.3,0,2,7,1,71.4,150,11,4.3,2,2,0,2,2,0
A'Shawn Robinson,10680,DI,CAR,16,1,5,2,17,0,0,1,0,5.9,20,1,2.5,0,0,1,2,99.7,340,341,24,4.3,1,2,16,1,94.1,319,23,4.4,5,7,3,5,7,4
Jihad Ward,10678,DI,MIN,17,1,18,14,16,1,4,9,1,46.8,154,13,4.2,0,1,1,1,98.4,373,379,31,4.3,0,5,3,0,53.2,175,9,2.9,1,1,0,1,2,1
Kenny Clark,10661,DI,GB,17,2,12,4,28,0,2,14,1,56.0,210,17,4.3,1,2,2,1,98.7,391,396,33,4.3,2,2,14,0,44.0,165,16,4.8,0,0,0,1,2,2
Grady Jarrett,9570,DI,ATL,17,4,2,9,20,2,2,11,3,50.8,191,17,5.5,4,4,2,3,98.6,435,441,33,4.3,2,6,7,0,49.2,185,13,3.5,0,0,0,4,4,2
DeShon Elliott,28854,S,PIT,15,0,25,1,1,0,1,1,0,66.7,16,2,6.3,0,0,0,0,5.1,24,475,2,4.2,0,0,0,0,33.3,8,0,0.0,0,0,0,0,0,0
T.Y. McGill,10156,DI,CLV,2,1,8,1,0,0,1,0,0,75.0,9,1,5.6,0,0,1,0,100.0,12,12,1,4.2,1,0,0,0,25.0,3,0,0.0,0,0,0,0,0,1
Neville Hewitt,9836,LB,HST,12,0,13,1,0,0,0,0,0,50.0,5,0,0.0,0,0,1,0,6.4,12,188,1,4.2,0,1,0,0,50.0,5,1,10.0,0,0,0,0,0,1
Brian Asamoah II,77195,LB,MIN,3,0,18,0,1,0,0,0,0,45.5,5,0,0.0,0,0,0,0,46.2,12,26,1,4.2,0,0,0,0,54.5,6,0,0.0,0,0,0,0,0,0
Tremaine Edmunds,50905,LB,CHI,17,0,6,1,1,0,1,0,0,53.7,22,2,6.8,1,1,0,0,8.6,48,559,3,4.2,0,0,0,0,46.3,19,0,0.0,0,0,0,1,1,0
Jeremiah Pharms Jr.,156117,DI,NE,16,1,19,3,14,0,0,6,0,29.8,70,6,4.3,0,0,0,1,100.0,249,249,19,4.2,1,3,8,1,70.2,165,13,4.5,2,2,3,2,2,3
Sam Hubbard,48457,ED,CIN,14,1,7,6,10,0,6,10,3,91.0,212,18,4.7,2,3,2,3,89.8,237,264,18,4.2,1,0,0,0,9.0,21,0,0.0,0,0,0,2,3,2
Adam Gotsis,10697,ED,IND,5,1,14,2,1,1,1,1,0,38.9,14,2,7.1,0,0,0,0,100.0,36,36,3,4.2,0,1,0,0,61.1,22,1,2.3,0,1,1,0,1,1
Marshawn Kneeland,98344,ED,DAL,11,0,9,4,7,0,0,3,0,32.6,43,3,3.5,0,0,0,0,95.7,132,138,11,4.2,0,4,4,0,67.4,89,8,4.5,0,1,1,0,1,1
David Ojabo,101420,ED,BLT,13,1,3,4,6,0,3,5,1,49.7,84,9,6.0,1,1,0,1,89.9,169,188,12,4.1,1,1,1,0,50.3,85,3,2.4,1,2,1,2,3,1
John Ridgeway,66694,DI,NO,13,1,20,0,9,0,0,5,0,53.5,54,5,4.6,0,0,0,0,100.0,110,110,9,4.1,1,0,2,0,46.5,47,2,2.1,0,0,0,0,0,0
Jer'Zhan Newton,129420,DI,WAS,16,2,32,5,11,2,2,5,1,34.2,78,7,4.5,0,1,2,1,100.0,242,242,18,4.1,0,1,6,0,65.8,150,9,3.7,2,4,2,2,5,4
Braiden McGregor,129586,ED,NYJ,7,0,22,0,3,0,0,2,0,43.2,16,2,6.3,0,0,0,0,100.0,37,37,3,4.1,0,0,1,0,56.8,21,1,2.4,0,1,1,0,1,1
Ben Stille,43555,DI,ARZ,5,0,1,0,4,0,0,2,0,34.7,25,2,4.0,0,0,0,0,100.0,74,74,5,4.1,0,0,2,0,65.3,47,3,4.3,1,1,0,1,1,0
Austin Booker,144990,ED,CHI,17,1,6,3,5,1,1,1,0,35.9,52,3,3.8,1,1,1,2,94.2,145,154,10,4.1,0,2,4,2,64.1,93,7,4.3,1,3,4,2,4,5
DJ Reader,10800,DI,DET,15,0,11,6,11,0,4,5,0,50.4,113,9,4.0,0,0,0,0,99.3,281,283,20,4.1,0,1,4,0,49.6,111,7,4.1,2,2,0,3,3,0
Ben Niemann,51099,LB,DET,11,0,11,0,2,0,0,1,0,61.9,13,1,3.8,0,0,0,0,26.9,25,93,2,4.0,0,0,0,0,38.1,8,0,0.0,0,0,0,0,0,0
DeShawn Williams,9891,DI,CAR,12,2,5,3,12,2,2,9,0,60.6,123,12,5.3,1,2,3,0,98.6,213,216,16,4.0,0,1,2,0,39.4,80,3,1.9,0,0,0,1,2,3
Elijah Chatman,97568,DI,NYG,17,1,21,2,16,0,0,6,0,42.1,102,7,3.9,1,2,2,0,98.4,247,251,19,4.0,1,2,10,0,57.9,140,12,4.3,0,0,0,1,2,2
Mike Pennel,9316,DI,KC,17,1,16,0,5,1,0,0,0,39.1,50,1,2.0,1,1,0,0,95.8,136,142,8,4.0,0,0,5,0,60.9,78,7,5.8,2,2,0,3,3,0
Adam Butler,12214,DI,LV,17,1,23,5,20,0,1,9,0,27.7,119,12,5.9,2,3,3,1,94.5,480,508,31,3.9,1,4,8,1,72.3,311,15,2.9,3,7,7,6,11,11
A.J. Epenesa,56369,ED,BUF,17,1,4,6,8,0,0,1,0,6.0,20,1,2.5,0,0,0,1,96.6,336,348,20,3.9,1,6,7,1,94.0,316,19,4.0,6,7,3,6,7,3
D.J. Jones,11953,DI,DEN,17,0,10,1,15,0,1,12,2,56.8,129,14,5.8,1,0,1,3,98.3,231,235,17,3.9,0,0,3,1,43.2,98,3,1.5,0,1,1,1,1,2
Cory Durden,56976,DI,NYG,4,0,21,0,3,0,0,3,0,60.0,21,3,7.1,0,0,0,0,100.0,38,38,3,3.9,0,0,0,0,40.0,14,0,0.0,0,0,0,0,0,0
Folorunso Fatukasi,38558,DI,HST,11,0,13,2,7,0,0,4,0,40.7,57,5,5.3,1,2,1,1,100.0,141,141,10,3.9,0,2,3,1,59.3,83,5,3.0,0,1,1,1,3,2
Eddie Goldman,9472,DI,ATL,17,0,2,2,7,0,0,3,1,55.0,66,3,2.3,0,0,0,1,100.0,140,140,10,3.9,0,1,3,0,45.0,54,5,5.6,1,1,0,1,1,0
Christian Wilkins,50293,DI,LV,5,0,23,3,4,0,3,4,1,95.7,134,9,4.1,2,4,2,1,95.3,141,148,9,3.9,0,0,0,0,4.3,6,0,0.0,0,0,0,2,4,2
