player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Nate Hobbs,55948,CB,LV,13,337,6.9,5.4,23,1,108.8,49,62,3,487,325,1.45
Kyzir White,44485,LB,ARZ,9,27,6.8,4.5,1,0,96.5,4,6,0,56,57,2.07
Julian Blackmon,49434,S,IND,15,95,6.8,5.0,14,0,92.0,14,19,0,130,83,1.37
Willie Gay,57987,LB,KC,14,34,6.8,4.9,16,0,83.0,5,7,0,36,20,1.06
Deion Jones,10686,LB,CAR,12,41,6.8,4.1,5,0,76.3,6,10,0,58,18,1.41
Siran Neal,27130,CB,BUF,5,27,6.8,4.5,4,0,87.5,4,6,0,43,7,1.59
Cody Barton,50727,LB,WAS,12,41,6.8,4.6,32,0,79.4,6,9,0,47,20,1.15
Bobby Okereke,50954,LB,NYG,14,41,6.8,5.9,21,0,86.9,6,7,0,34,25,0.83
Tremaine Edmunds,50905,LB,CHI,12,47,6.7,6.7,6,0,116.7,7,7,0,84,55,1.79
Ar'Darius Washington,77848,CB,BLT,2,74,6.7,5.3,3,0,114.6,11,14,1,81,57,1.09
Gregory Junior,156090,CB,JAX,3,40,6.7,5.7,15,0,92.3,6,7,0,43,20,1.08
Jack Campbell,101515,LB,DET,11,20,6.7,6.7,11,0,118.8,3,3,0,55,48,2.75
Alontae Taylor,83469,CB,NO,17,435,6.7,4.5,20,1,104.2,65,96,6,672,347,1.54
Dee Alford,110542,CB,ATL,13,263,6.7,4.8,2,0,102.8,39,55,2,390,219,1.48
Divine Deablo,42208,LB,LV,12,40,6.7,5.7,23,0,118.8,6,7,0,101,59,2.53
Josey Jewell,50720,LB,DEN,14,47,6.7,5.9,10,0,106.3,7,8,0,76,43,1.62
Jonathan Owens,66930,S,GB,14,73,6.6,5.2,12,0,98.2,11,14,0,106,51,1.45
Christian Rozeboom,49862,LB,LA,15,46,6.6,5.1,26,0,127.8,7,9,1,52,41,1.13
Isaiah Oliver,50393,CB,SF,15,284,6.6,6.2,28,1,106.9,43,46,3,304,147,1.07
Chad Muma,75818,LB,JAX,3,13,6.5,6.5,15,0,89.6,2,2,0,11,9,0.85
Rasul Douglas,11854,CB,BUF,8,13,6.5,6.5,4,0,158.3,2,2,1,53,23,4.08
Elandon Roberts,10848,LB,PIT,12,26,6.5,5.2,25,0,118.8,4,5,0,67,25,2.58
Brandin Echols,98900,CB,NYJ,8,71,6.5,5.1,22,1,66.1,11,14,0,98,64,1.38
Sauce Gardner,100903,CB,NYJ,8,13,6.5,3.3,22,0,81.3,2,4,0,36,4,2.77
Desmond King II,11906,CB,HST,6,143,6.5,6.0,13,0,92.5,22,24,0,149,103,1.04
Tavierre Thomas,66931,CB,HST,7,185,6.4,5.1,13,0,112.2,29,36,1,313,158,1.69
Ryan Neal,49132,S,TB,13,64,6.4,5.8,30,0,146.6,10,11,1,131,63,2.05
T.J. Edwards,30737,LB,CHI,17,64,6.4,4.6,6,0,79.5,10,14,0,60,57,0.94
Blake Cashman,35413,LB,HST,12,45,6.4,3.8,13,0,91.0,7,12,1,31,33,0.69
Dean Marlowe,9966,S,LAC,7,19,6.3,6.3,27,0,113.9,3,3,0,34,8,1.79
Duron Harmon,7872,S,CLV,6,19,6.3,4.8,8,0,120.8,3,4,1,16,11,0.84
Alohi Gilman,41662,S,LAC,13,62,6.2,5.6,27,0,133.7,10,11,1,97,69,1.56
Avonte Maddox,50543,CB,PHI,4,93,6.2,5.2,24,0,111.6,15,18,0,194,99,2.09
Dre Greenlaw,51503,LB,SF,15,87,6.2,4.0,28,0,86.0,14,22,1,83,68,0.95
Adoree' Jackson,11773,CB,NYG,14,67,6.1,5.6,21,0,118.8,11,12,0,170,113,2.54
Tariq Woolen,61790,CB,SEA,4,6,6.0,3.0,29,0,56.3,1,2,0,4,0,0.67
Matt Milano,11918,LB,BUF,4,18,6.0,4.5,4,0,99.0,3,4,0,33,5,1.83
Levi Wallace,25445,CB,PIT,12,18,6.0,3.6,25,0,140.8,3,5,2,59,14,3.28
Quandre Diggs,9633,S,SEA,9,24,6.0,4.8,29,0,81.7,4,5,0,18,11,0.75
Akayleb Evans,65033,CB,MIN,11,30,6.0,4.3,18,0,92.0,5,7,0,51,49,1.7
Arnold Ebiketie,56862,ED,ATL,8,12,6.0,4.0,2,0,109.7,2,3,0,40,19,3.33
Charvarius Ward,43034,CB,SF,5,6,6.0,2.0,28,0,95.8,1,3,1,19,0,3.17
Zyon McCollum,66769,CB,TB,13,41,5.9,3.4,30,0,86.5,7,12,0,103,72,2.51
Keanu Neal,10651,S,PIT,9,71,5.9,3.9,25,0,90.7,12,18,0,143,76,2.01
Khaleke Hudson,49073,LB,WAS,11,41,5.9,4.6,32,0,140.5,7,9,2,74,43,1.8
Pete Werner,58093,LB,NO,16,69,5.8,4.3,20,0,106.5,12,16,1,81,47,1.17
Jonathan Jones,11217,CB,NE,12,35,5.8,3.9,19,0,109.7,6,9,0,127,34,3.63
Jammie Robinson,98836,S,CAR,4,23,5.8,5.8,5,0,118.8,4,4,0,51,42,2.22
Adrian Amos,9575,S,HST,7,23,5.8,3.3,13,0,72.9,4,7,0,39,26,1.7
Kyle Dugger,90621,S,NE,17,102,5.7,4.4,19,0,121.7,18,23,1,224,81,2.2
Anthony Walker Jr.,11916,LB,CLV,9,17,5.7,5.7,8,0,112.5,3,3,0,33,24,1.94
Nakobe Dean,99018,LB,PHI,4,17,5.7,5.7,24,0,111.1,3,3,0,32,3,1.88
Jack Gibbens,57662,LB,TEN,8,17,5.7,4.3,31,0,87.5,3,4,0,22,26,1.29
Greg Stroman Jr.,49354,CB,CHI,5,84,5.6,4.7,6,1,76.6,15,18,0,143,67,1.7
Damone Clark,81282,LB,DAL,15,39,5.6,4.9,9,0,87.0,7,8,0,39,46,1.0
Frankie Luvu,51028,LB,CAR,11,22,5.5,5.5,5,0,104.2,4,4,0,36,10,1.64
Oren Burks,50203,LB,SF,11,33,5.5,4.7,28,0,100.6,6,7,0,57,47,1.73
Dane Belton,101398,S,NYG,10,22,5.5,5.5,21,0,118.8,4,4,0,64,32,2.91
Kareem Jackson,5545,S,HST,9,44,5.5,4.4,13,0,125.4,8,10,1,61,23,1.39
Ja'Whaun Bentley,50966,LB,NE,10,11,5.5,5.5,19,0,97.9,2,2,0,15,19,1.36
Devin Lloyd,58238,LB,JAX,13,59,5.4,3.5,15,0,74.9,11,17,0,77,40,1.31
Eric Kendricks,9478,LB,LAC,15,59,5.4,3.9,27,0,97.4,11,15,0,123,46,2.08
Jahlani Tavai,51055,LB,NE,15,43,5.4,4.3,19,1,49.2,8,10,0,53,53,1.23
Cole Holcomb,49753,LB,PIT,7,27,5.4,5.4,25,0,118.8,5,5,0,73,28,2.7
A.J. Terrell,55586,CB,ATL,13,27,5.4,3.9,2,0,102.1,5,7,0,68,11,2.52
Chamarri Conner,76662,S,KC,14,58,5.3,5.3,16,1,63.6,11,11,0,92,42,1.59
Josh Metellus,43395,S,MIN,17,263,5.3,4.5,18,0,127.1,50,58,4,521,383,1.98
Mike Ford,50535,CB,CLV,6,32,5.3,4.6,8,0,137.2,6,7,1,52,16,1.63
D'Anthony Bell,111578,S,CLV,6,32,5.3,4.0,8,0,92.7,6,8,0,54,4,1.69
Juan Thornhill,50426,S,CLV,9,42,5.3,3.8,8,0,128.0,8,11,2,68,34,1.62
Kwon Alexander,9557,LB,PIT,8,21,5.3,4.2,25,0,112.5,4,5,0,55,13,2.62
Demario Davis,7079,LB,NO,16,47,5.2,4.3,20,0,97.7,9,11,0,82,50,1.74
Camryn Bynum,38408,S,MIN,17,194,5.1,4.6,18,0,110.2,38,42,2,279,160,1.44
Darnay Holmes,56247,CB,NYG,8,56,5.1,4.3,21,2,70.7,11,13,0,136,84,2.43
Deonte Banks,101384,CB,NYG,14,41,5.1,3.4,21,0,112.8,8,12,1,79,35,1.93
K.J. Britt,57727,LB,TB,3,5,5.0,5.0,30,0,118.8,1,1,0,20,20,4.0
Nephi Sewell,56107,LB,NO,3,5,5.0,5.0,20,0,112.5,1,1,0,11,7,2.2
Damarri Mathis,56143,CB,DEN,4,5,5.0,2.5,10,0,56.3,1,2,0,4,6,0.8
Raheem Layne,55960,S,LAC,2,5,5.0,5.0,27,0,104.2,1,1,0,9,2,1.8
Troy Reeder,38268,LB,LA,4,5,5.0,5.0,26,0,118.8,1,1,0,17,16,3.4
Roderic Teamer,51405,S,LV,3,5,5.0,5.0,23,0,100.0,1,1,0,8,9,1.6
Eric Stokes,55912,CB,GB,2,5,5.0,5.0,12,0,118.8,1,1,0,18,0,3.6
Marcus Jones,55717,CB,NE,2,5,5.0,5.0,19,0,127.1,1,1,1,5,0,1.0
Damar Hamlin,43291,S,BUF,2,5,5.0,5.0,4,0,91.7,1,1,0,6,1,1.2
Emmanuel Forbes,124166,CB,WAS,7,15,5.0,3.8,32,0,156.3,3,4,1,106,39,7.07
Quincy Williams,49779,LB,NYJ,17,108,4.9,3.9,22,0,103.3,22,28,1,166,150,1.54
Christian Harris,98996,LB,HST,15,63,4.8,3.7,13,0,96.2,13,17,0,124,104,1.97
Jack Sanborn,82566,LB,CHI,13,38,4.8,4.8,6,0,118.8,8,8,0,100,92,2.63
Fred Warner,51222,LB,SF,14,57,4.8,4.1,28,2,65.2,12,14,0,128,66,2.25
Sydney Brown,83241,S,PHI,11,81,4.8,4.1,24,0,137.3,17,20,2,179,83,2.21
Foyesade Oluokun,24904,LB,JAX,15,52,4.7,3.5,15,0,120.1,11,15,1,125,115,2.4
Eric Rowe,9480,S,PIT,3,23,4.6,2.9,25,1,33.9,5,8,0,37,9,1.61
Ashtyn Davis,49560,S,NYJ,13,41,4.6,3.7,22,0,88.3,9,11,0,57,38,1.39
Isaac Yiadom,49355,CB,NO,6,18,4.5,3.0,20,0,120.8,4,6,1,34,16,1.89
Troy Andersen,57317,LB,ATL,2,9,4.5,3.0,2,0,91.0,2,3,0,24,6,2.67
Sam Franklin Jr.,43580,S,CAR,5,27,4.5,3.0,5,1,87.7,6,9,2,65,26,2.41
Michael Hoecht,108840,ED,LA,15,36,4.5,3.3,26,0,97.2,8,11,0,91,57,2.53
Reed Blankenship,56065,S,PHI,14,57,4.4,3.2,24,0,102.1,13,18,1,92,50,1.61
Nick Bolton,81322,LB,KC,7,22,4.4,3.1,16,0,117.9,5,7,1,28,29,1.27
BJ Ojulari,124105,ED,ARZ,12,22,4.4,4.4,1,0,98.3,5,5,0,38,32,1.73
Mario Goodrich,76578,CB,PHI,3,44,4.4,4.4,24,0,148.8,10,10,2,102,55,2.32
Jerome Baker,28091,LB,MIA,12,34,4.3,3.8,17,0,84.3,8,9,0,38,27,1.12
Harold Landry III,48600,ED,TEN,9,13,4.3,4.3,31,0,94.4,3,3,0,20,23,1.54
Tre Hawkins III,145387,CB,NYG,7,17,4.3,3.4,21,0,108.3,4,5,0,50,19,2.94
Pat Surtain II,83119,CB,DEN,11,25,4.2,2.3,10,1,35.0,6,11,0,67,23,2.68
Leo Chenal,101463,LB,KC,15,25,4.2,3.6,16,0,103.6,6,7,0,62,18,2.48
Shaquille Leonard,49684,LB,PHI,14,33,4.1,3.3,24,0,92.5,8,10,0,62,64,1.88
Kristian Fulton,42894,CB,TEN,3,4,4.0,2.0,31,0,58.3,1,2,0,7,9,1.75
Malcolm Rodriguez,60731,LB,DET,3,4,4.0,4.0,11,0,104.2,1,1,0,9,8,2.25
Jalen Reeves-Maybin,11879,LB,DET,4,8,4.0,4.0,11,0,112.5,2,2,0,22,15,2.75
Daiyan Henley,61500,LB,LAC,3,4,4.0,1.3,27,0,42.4,1,3,0,3,-1,0.75
Troy Dye,28251,LB,MIN,5,8,4.0,4.0,18,0,81.3,2,2,0,7,15,0.88
Delarrin Turner-Yell,77836,S,DEN,4,8,4.0,2.7,10,0,96.5,2,3,0,28,12,3.5
Otis Reese IV,83219,LB,TEN,2,4,4.0,4.0,31,0,95.8,1,1,0,7,1,1.75
Akeem Davis-Gaither,34788,LB,CIN,4,4,4.0,4.0,7,0,79.2,1,1,0,-2,2,-0.5
Derick Hall,98130,ED,SEA,4,4,4.0,4.0,29,0,112.5,1,1,0,11,5,2.75
Denzel Ward,49558,CB,CLV,6,12,4.0,3.0,8,0,90.6,3,4,0,25,18,2.08
Jaylon Jones,49374,CB,CHI,5,24,4.0,4.0,6,0,102.1,6,6,0,51,14,2.13
Jason Verrett,8660,CB,SF,1,4,4.0,4.0,28,0,131.3,1,1,1,6,0,1.5
Deane Leonard,124140,CB,LAC,2,4,4.0,2.0,27,0,56.3,1,2,0,-5,0,-1.25
Jake Hansen,43645,LB,HST,3,4,4.0,4.0,13,0,112.5,1,1,0,11,5,2.75
Brian Burns,44522,ED,CAR,4,4,4.0,2.0,5,0,64.6,1,2,0,10,6,2.5
Christian Gonzalez,131679,CB,NE,4,12,4.0,4.0,19,0,91.7,3,3,0,18,17,1.5
M.J. Stewart,49397,S,HST,2,19,3.8,2.7,13,0,83.0,5,7,0,36,17,1.89
Zack Baun,34632,ED,NO,9,11,3.7,2.8,20,1,99.0,3,4,1,33,35,3.0
David Long Jr.,27377,CB,GB,6,11,3.7,2.8,12,0,88.5,3,4,0,23,11,2.09
Devin Bush,27375,LB,SEA,7,29,3.6,3.2,29,0,103.2,8,9,0,79,56,2.72
Jack Jones,29050,CB,LV,6,18,3.6,3.6,23,0,158.3,5,5,1,63,23,3.5
Duke Shelley,49569,CB,LA,2,7,3.5,3.5,26,0,158.3,2,2,1,33,5,4.71
Tre Flowers,49059,CB,ATL,4,7,3.5,3.5,2,0,158.3,2,2,1,41,17,5.86
Ronald Darby,9483,CB,BLT,6,7,3.5,1.4,3,0,48.8,2,5,0,16,9,2.29
Malik Harrison,28081,LB,BLT,8,14,3.5,3.5,3,0,110.4,4,4,0,42,42,3.0
Andre Smith,50897,LB,ATL,4,10,3.3,3.3,2,0,104.2,3,3,0,27,8,2.7
Luke Masterson,45046,LB,LV,6,10,3.3,2.5,23,0,102.1,3,4,0,36,26,3.6
Anfernee Jennings,25449,ED,NE,6,9,3.0,3.0,19,0,97.2,3,3,0,22,20,2.44
James Pierre,60649,CB,PIT,2,3,3.0,3.0,25,0,156.3,1,1,1,12,0,4.0
Preston Smith,9471,ED,GB,4,6,3.0,3.0,12,0,118.8,2,2,0,36,21,6.0
Joejuan Williams,29113,CB,MIN,2,3,3.0,3.0,18,0,158.3,1,1,1,70,39,23.33
David Mayo,9602,LB,WAS,3,3,3.0,3.0,32,0,100.0,1,1,0,8,14,2.67
Jonathon Cooper,43021,ED,DEN,2,3,3.0,3.0,10,0,112.5,1,1,0,11,6,3.67
Nick Herbig,129920,ED,PIT,2,3,3.0,3.0,25,0,118.8,1,1,0,14,1,4.67
Joshua Williams,156083,CB,KC,6,6,3.0,3.0,16,0,95.8,2,2,0,14,1,2.33
Henry To'oTo'o,98982,LB,HST,8,21,3.0,2.3,13,0,85.6,7,9,0,41,25,1.95
Josiah Scott,55634,CB,PHI,1,12,3.0,3.0,24,0,79.2,4,4,0,11,9,0.92
Khalil Dorsey,27819,CB,DET,2,3,3.0,3.0,11,0,100.0,1,1,0,8,3,2.67
George Odum,31342,S,SF,2,3,3.0,3.0,28,0,87.5,1,1,0,5,2,1.67
Kyu Blu Kelly,100375,CB,WAS,2,12,3.0,3.0,32,0,129.2,4,4,1,22,18,1.83
Steven Nelson,9531,CB,HST,4,6,3.0,2.0,13,1,70.1,2,3,0,38,23,6.33
Dee Winters,99376,LB,SF,5,16,2.7,2.3,28,0,110.1,6,7,0,73,26,4.56
Tuli Tuipulotu,131840,ED,LAC,7,8,2.7,2.7,27,0,113.9,3,3,0,34,29,4.25
Tre Brown,55677,CB,SEA,6,8,2.7,2.7,29,0,97.2,3,3,0,22,9,2.75
T.J. Watt,11785,ED,PIT,5,5,2.5,2.5,25,1,58.3,2,2,0,15,10,3.0
Haason Reddick,11768,ED,PHI,3,5,2.5,2.5,24,0,118.8,2,2,0,32,8,6.4
Alex Austin,97683,CB,NE,3,9,2.3,2.3,19,0,79.2,4,4,0,12,17,1.33
Christian Benford,79181,CB,BUF,2,2,2.0,2.0,4,0,118.8,1,1,0,31,3,15.5
Brian Asamoah II,77195,LB,MIN,2,2,2.0,2.0,18,0,79.2,1,1,0,2,1,1.0
Yaya Diaby,122705,ED,TB,3,2,2.0,2.0,30,0,100.0,1,1,0,8,1,4.0
Jerrick Reed II,101322,S,SEA,1,2,2.0,2.0,29,0,95.8,1,1,0,7,0,3.5
James Houston,57810,ED,DET,2,2,2.0,2.0,11,0,118.8,1,1,0,31,9,15.5
Ezekiel Turner,49167,LB,ARZ,1,2,2.0,2.0,1,0,95.8,1,1,0,7,3,3.5
Sean Murphy-Bunting,25891,CB,TEN,3,4,2.0,2.0,31,0,89.6,2,2,0,11,3,2.75
Garret Wallow,60761,LB,TEN,2,2,2.0,2.0,31,0,79.2,1,1,0,3,2,1.5
Matthias Farley,10953,S,CAR,1,2,2.0,2.0,5,0,104.2,1,1,0,9,9,4.5
Bobby McCain,9578,CB,NYG,1,6,2.0,2.0,21,0,139.6,3,3,1,24,19,4.0
Eli Apple,10644,CB,MIA,3,6,2.0,1.5,17,0,111.5,3,4,0,45,31,7.5
Matthew Adams,38526,LB,CLV,3,6,2.0,2.0,8,0,113.9,3,3,0,34,12,5.67
Josh Sweat,50120,ED,PHI,5,4,2.0,2.0,24,0,79.2,2,2,0,6,15,1.5
Josh Blackwell,55589,CB,CHI,3,7,1.8,1.8,6,0,118.8,4,4,0,79,39,11.29
Kaiir Elam,98693,CB,BUF,2,3,1.5,1.5,4,0,118.8,2,2,0,47,4,15.67
Nick Hampton,81162,ED,LA,1,1,1.0,1.0,26,0,112.5,1,1,0,11,16,11.0
Shemar Jean-Charles,42496,CB,NO,1,1,1.0,1.0,20,0,79.2,1,1,0,2,6,2.0
Isaac Rochell,11980,ED,LV,1,2,1.0,1.0,23,0,91.7,2,2,0,12,8,6.0
Kyle Van Noy,8675,ED,BLT,2,2,1.0,1.0,3,0,100.0,2,2,0,16,3,8.0
Tae Hayes,35173,CB,NYJ,1,1,1.0,1.0,22,0,100.0,1,1,0,8,0,8.0
Matthew Judon,10780,ED,NE,3,2,1.0,1.0,19,0,110.4,2,2,0,21,7,10.5
Nick Bellore,6515,LB,SEA,1,1,1.0,1.0,29,0,139.6,1,1,1,8,0,8.0
Tyrus Wheat,124191,ED,DAL,1,1,1.0,1.0,9,0,112.5,1,1,0,11,6,11.0
Samuel Womack III,65771,CB,SF,1,1,1.0,1.0,28,0,79.2,1,1,0,3,0,3.0
Ronnie Perkins,76830,ED,DEN,1,1,1.0,1.0,10,0,104.2,1,1,0,9,6,9.0
