player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Russ Yeast,55629,S,HST,2,14,0,13,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,4,28.6,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,29.0,0,,0.0,0,0,0.0,0,8,57.1,8,0,1,0,0,0,0,0.0,
Jeff Okudah,55674,CB,HST,5,52,0,13,0,11.5,100.0,100.0,8.0,8.0,0,0,0.0,31.2,0,64,0.0,0,0,158.3,2,17,32.7,17,0,1,2,1,79,56,4.9,39.5,0,0,11.0,66.7,100.0,5.2,3.4,0,0,0.0,29.6,0,30,25.0,2,0,88.7,6,32,61.5,32,3,6,9,0,67,26,2.2,11.2
Tre Brown,55677,CB,SEA,9,193,0,29,1,9.4,87.5,100.0,8.1,7.1,0,0,0.0,48.9,0,30,16.7,1,0,158.3,7,59,30.6,59,0,4,8,1,109,49,1.9,15.6,0,0,13.6,60.0,99.0,16.5,9.9,0,1,10.0,54.8,0,41,0.0,0,1,126.3,6,103,53.4,104,1,9,10,1,98,5,1.0,16.3
Deommodore Lenoir,55686,CB,SF,15,516,0,28,1,14.5,50.0,98.3,9.2,4.6,0,3,12.5,66.1,1,28,8.3,1,3,50.5,12,119,23.1,121,1,10,24,0,139,38,1.3,11.6,0,6,6.2,67.9,95.5,9.1,6.2,1,6,11.3,73.6,1,29,21.4,9,4,75.2,36,336,65.1,352,7,27,53,0,310,210,1.0,8.6
Marcus Jones,55717,CB,NE,14,385,0,19,1,12.1,58.7,100.0,6.2,3.6,0,8,17.4,50.2,1,39,0.0,0,4,94.6,27,186,48.3,186,3,20,46,3,341,133,2.0,12.6,0,5,9.0,83.3,93.9,15.8,13.2,0,0,0.0,68.1,0,45,16.7,4,0,108.7,10,169,43.9,180,5,15,12,0,121,48,0.8,12.1
Darious Williams,55724,CB,LA,12,482,0,26,0,13.5,55.6,100.0,10.5,5.8,0,3,16.7,51.6,0,28,42.9,3,2,106.5,10,109,22.6,109,2,4,18,1,171,50,1.6,17.1,0,1,13.1,72.7,100.0,11.5,8.4,1,2,6.1,66.2,1,33,12.0,3,2,98.4,24,292,60.6,292,6,21,33,1,303,80,1.1,12.6
Ja'Marcus Ingram,55738,CB,BUF,12,151,0,4,0,13.3,66.7,100.0,9.3,6.2,0,1,16.7,38.6,0,19,0.0,0,1,143.1,4,43,28.5,43,0,3,6,1,66,22,1.8,16.5,0,1,1.7,90.0,94.8,7.9,7.1,0,0,0.0,55.7,0,24,16.7,1,0,101.7,9,73,48.3,77,4,4,10,0,84,66,1.2,9.3
Faion Hicks,55748,CB,SEA,1,1,0,29,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Xavier McKinney,55775,S,GB,17,654,0,12,2,8.0,50.0,95.7,123.0,61.5,0,1,50.0,79.7,2,6,0.0,0,1,16.7,1,135,20.6,141,0,3,2,0,6,2,0.0,6.0,0,7,10.0,77.4,98.4,16.8,13.0,1,1,3.2,85.9,6,33,2.8,1,1,68.0,24,420,64.2,427,6,28,31,0,305,82,0.8,12.7
Montaric Brown,55797,CB,JAX,17,519,0,15,2,10.6,66.7,100.0,7.6,5.1,0,4,11.1,59.0,0,45,4.8,1,2,120.4,24,197,38.0,197,6,18,36,3,302,81,1.7,12.6,0,6,8.6,73.7,100.0,8.7,6.4,0,3,7.9,59.7,0,40,8.6,3,2,104.1,28,265,51.1,265,9,26,38,1,290,96,1.2,10.4
Kamren Curl,55800,S,LA,16,555,0,26,0,6.4,45.5,95.5,23.8,10.8,0,5,45.5,75.7,0,12,36.4,4,4,83.5,5,128,23.1,134,0,7,11,1,35,30,0.3,7.0,0,5,6.6,78.3,94.2,16.8,13.2,0,1,4.3,53.6,0,66,7.1,2,1,156.1,18,323,58.2,343,5,21,23,4,275,170,0.9,15.3
Arron Mosby,55908,ED,GB,10,13,0,12,0,,,0.0,,,0,0,,,0,,100.0,2,0,0.0,0,0,0.0,13,1,0,0,0,0,0,,,0,0,3.5,0.0,18.3,,6.5,0,1,50.0,75.8,0,,,0,1,39.6,0,13,100.0,71,0,0,2,0,0,0,0.0,
Eric Stokes,55912,CB,GB,17,398,0,12,0,10.7,63.6,100.0,6.4,4.1,0,0,0.0,29.3,0,31,0.0,0,0,124.6,14,98,24.6,98,0,9,22,3,158,58,1.8,11.3,0,6,11.0,60.0,100.0,13.7,8.2,0,0,0.0,80.3,0,28,7.1,2,0,74.0,18,251,63.1,251,6,20,30,0,158,38,0.6,8.8
Ameer Speed,55918,CB,CHI,1,2,0,6,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Grant Stuard,55933,LB,IND,9,96,0,14,1,,,100.0,,,0,0,,67.9,0,,0.0,0,0,0.0,0,9,9.4,9,0,0,0,0,0,0,0.0,,0,0,0.3,72.2,91.6,5.6,4.1,0,0,0.0,62.4,0,18,20.0,3,0,80.3,13,76,79.2,83,7,12,18,0,78,81,1.1,6.0
Bryan Cook,55940,S,KC,17,637,0,16,2,6.4,80.0,99.0,14.9,11.9,0,1,6.7,56.1,0,32,0.0,0,0,130.8,12,189,29.7,191,4,20,15,1,151,90,0.8,12.6,0,3,18.4,58.3,100.0,45.7,26.7,0,1,8.3,54.7,2,38,9.5,2,0,46.5,7,341,53.5,341,1,16,12,0,102,59,0.3,14.6
Nate Hobbs,55948,CB,LV,11,318,0,23,0,8.5,50.0,90.8,8.5,4.3,0,1,5.0,49.1,1,35,12.5,1,1,82.7,10,89,28.0,98,3,7,20,2,127,57,1.5,12.7,0,5,1.2,86.4,93.9,8.9,7.7,1,1,4.5,65.5,0,17,26.9,7,1,93.4,19,186,58.5,198,3,14,22,0,141,132,0.8,7.4
Tony Adams,55953,S,NYJ,14,435,0,22,2,8.2,75.0,94.6,12.8,9.6,0,2,16.7,53.2,0,27,16.7,2,2,121.5,9,141,32.4,149,2,8,12,1,84,26,0.7,9.3,0,7,4.6,85.7,97.1,17.9,15.4,0,2,14.3,74.0,1,44,4.5,1,2,88.1,12,235,54.0,242,3,14,14,0,172,111,0.8,14.3
Raheem Layne,55960,S,NYG,1,11,0,21,0,,,100.0,,,0,0,,60.5,0,,,0,0,0.0,0,3,27.3,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,65.2,0,,0.0,0,0,0.0,0,7,63.6,7,0,2,0,0,0,0,0.0,
Geno Stone,55967,S,CIN,17,663,0,7,0,3.0,100.0,93.1,28.6,28.6,0,0,0.0,58.4,2,12,23.1,3,0,100.0,5,162,24.4,174,2,10,5,1,40,26,0.3,8.0,0,6,11.1,68.4,98.7,29.0,19.8,0,0,0.0,53.5,2,51,9.7,3,0,71.1,13,390,58.8,395,3,22,19,1,155,51,0.4,11.9
Markquese Bell,56033,S,DAL,3,6,0,9,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,33.3,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,50.0,3,0,0,0,0,0,0,0.0,
Mike Brown,56054,S,TEN,10,214,0,31,1,7.7,100.0,97.5,12.3,12.3,0,0,0.0,71.0,0,25,0.0,0,0,109.7,3,39,18.2,40,2,5,3,0,31,8,0.8,10.3,0,0,9.6,62.5,99.3,25.8,16.1,0,1,12.5,64.8,0,12,0.0,0,1,69.8,5,134,62.6,135,6,12,8,0,30,24,0.2,6.0
Benjamin St-Juste,56061,CB,WAS,17,482,0,32,0,10.9,76.5,100.0,5.8,4.5,0,2,5.9,29.7,0,41,9.5,2,1,141.2,26,169,35.1,169,1,19,34,3,375,114,2.5,14.4,0,2,13.8,54.1,100.0,12.6,6.8,1,6,16.2,67.2,0,19,4.5,1,6,83.2,20,263,54.6,263,5,19,37,1,240,45,1.0,12.0
Reed Blankenship,56065,S,PHI,15,524,0,24,1,1.7,88.9,100.0,14.0,12.4,0,1,11.1,60.3,1,21,37.5,3,1,55.3,8,129,24.6,129,0,4,9,0,61,50,0.5,7.6,0,8,7.8,83.3,100.0,13.7,11.4,0,0,0.0,77.9,3,40,15.0,6,0,79.5,20,284,54.2,284,7,26,24,1,222,68,0.8,11.1
Ty Okada,56089,S,SEA,3,22,0,29,1,,,100.0,,,0,0,,54.5,0,,50.0,1,0,0.0,0,10,45.5,10,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,11,50.0,11,0,0,0,0,0,0,0.0,
Nephi Sewell,56107,LB,NO,1,28,0,20,0,,,69.2,,,0,0,,64.4,0,,,0,0,0.0,0,9,32.1,13,1,0,0,0,0,0,0.0,,0,0,-4.0,100.0,100.0,15.0,15.0,0,0,0.0,68.9,0,-6,0.0,0,0,79.2,1,15,53.6,15,0,2,1,0,-6,-2,-0.4,-6.0
Damarri Mathis,56143,CB,DEN,8,48,0,10,0,9.2,20.0,100.0,15.0,3.0,0,1,20.0,43.1,0,10,0.0,0,1,39.6,1,16,33.3,16,0,1,5,0,10,0,0.7,10.0,0,0,,,100.0,,,0,0,,69.1,0,,,0,0,0.0,0,22,45.8,22,0,0,0,0,0,0,0.0,
Jason Pinnock,56144,S,NYG,16,551,0,21,1,8.5,62.5,93.8,31.2,19.5,0,1,12.5,60.5,0,29,15.4,2,1,121.4,5,167,30.3,178,1,10,8,1,53,18,0.3,10.6,0,11,10.4,93.8,97.9,20.7,19.4,0,0,0.0,51.3,0,49,13.9,5,0,156.3,15,320,58.1,327,6,20,16,3,192,43,0.6,12.8
Tre Avery,56146,CB,SF,2,2,0,28,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.4,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
DaRon Bland,56158,CB,DAL,7,290,0,9,1,9.9,76.9,100.0,8.2,6.3,0,0,0.0,52.2,0,26,11.1,1,0,140.4,10,92,31.7,92,1,7,13,2,108,11,1.3,10.8,0,5,11.9,60.7,100.0,9.5,5.8,0,6,21.4,81.8,0,40,8.7,2,3,100.7,17,172,59.3,172,5,16,28,2,163,54,1.0,9.6
Marte Mapu,56159,S,NE,10,260,0,19,0,11.0,50.0,94.4,21.0,10.5,1,3,30.0,71.8,1,16,25.0,1,2,25.4,5,119,45.8,126,3,3,10,0,51,19,0.5,10.2,0,0,4.2,100.0,97.5,7.8,7.8,0,1,6.7,49.4,0,20,20.0,3,1,105.0,15,119,45.8,122,2,12,15,0,138,75,1.2,9.2
Keisean Nixon,56167,CB,GB,17,638,0,12,0,11.5,47.8,99.3,11.5,5.5,1,4,17.4,48.2,0,21,0.0,0,4,76.2,11,139,21.8,140,3,13,23,1,109,17,0.9,9.9,0,14,7.7,75.5,97.1,10.6,8.0,0,3,6.1,67.3,1,27,11.3,6,2,103.4,37,407,63.8,419,16,33,49,3,311,102,0.8,8.4
Ifeatu Melifonwu,56203,S,DET,3,104,0,11,0,8.4,60.0,92.0,15.0,9.0,0,0,0.0,54.6,0,18,0.0,0,0,72.9,3,46,44.2,50,1,2,5,0,25,8,0.6,8.3,0,0,5.0,100.0,92.2,22.0,22.0,0,0,0.0,75.4,0,7,20.0,1,0,87.5,2,47,45.2,51,3,4,2,0,10,0,0.2,5.0
Christian Braswell,56207,CB,JAX,2,30,0,15,0,-3.0,100.0,100.0,3.3,3.3,0,0,0.0,60.1,0,10,0.0,0,0,93.8,4,13,43.3,13,1,2,4,0,26,38,2.0,6.5,0,0,,,100.0,,,0,0,,83.1,0,,0.0,0,0,0.0,0,12,40.0,12,0,1,0,0,0,0,0.0,
Quentin Lake,56245,S,LA,17,615,0,26,0,12.5,40.0,99.3,21.8,8.7,0,2,13.3,57.3,0,36,10.0,1,2,85.1,6,140,22.8,141,3,9,15,1,99,37,0.8,16.5,0,10,6.5,71.4,95.3,13.6,9.7,0,3,8.6,63.5,0,18,10.9,5,1,92.7,25,364,59.2,382,11,31,35,1,181,102,0.5,7.2
Darnay Holmes,56247,CB,LV,9,204,0,23,0,10.1,63.6,88.2,8.0,5.1,0,0,0.0,28.5,0,18,14.3,1,0,82.8,7,67,32.8,76,0,6,11,0,73,26,1.3,10.4,0,3,4.1,81.0,92.4,6.2,5.0,0,2,9.5,68.2,0,15,17.6,3,2,89.9,17,109,53.4,118,5,11,21,0,117,65,1.1,6.9
Jaylon Johnson,56259,CB,CHI,17,575,0,6,0,16.8,41.7,100.0,17.2,7.2,0,2,16.7,54.9,0,60,0.0,0,2,115.3,5,90,15.7,90,0,3,12,1,146,53,1.7,29.2,0,3,9.4,69.4,100.0,16.8,11.7,0,2,5.6,76.5,2,31,18.9,7,2,66.9,25,440,76.5,440,8,27,36,0,260,124,0.6,10.4
Keith Taylor Jr.,56289,CB,KC,5,44,0,16,0,,,100.0,,,0,0,,62.2,0,,,0,0,0.0,0,3,6.8,3,0,0,0,0,0,0,0.0,,0,0,6.2,100.0,100.0,6.2,6.2,1,0,0.0,59.0,0,17,0.0,0,0,136.3,5,33,75.0,33,2,2,5,1,36,14,1.2,7.2
Elijah Molden,56290,S,LAC,15,500,0,27,0,12.0,100.0,100.0,83.0,83.0,0,0,0.0,66.8,1,12,25.0,1,0,77.1,1,91,18.2,91,0,3,1,0,12,0,0.1,12.0,0,8,13.6,69.6,99.4,19.6,13.7,1,2,8.7,67.8,1,26,9.1,3,1,69.5,16,332,66.4,334,6,22,23,0,152,44,0.5,9.5
Devon Key,56307,S,DEN,13,153,0,10,1,11.3,50.0,94.9,16.5,8.3,0,0,0.0,56.7,0,16,0.0,0,0,112.5,2,37,24.2,39,1,3,4,1,28,3,0.8,14.0,0,3,13.7,33.3,100.0,38.5,12.8,0,0,0.0,61.4,0,23,0.0,0,0,49.3,2,79,51.6,79,1,6,6,0,28,12,0.4,14.0
Jose Ramirez,56323,ED,TB,3,1,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,-4.0,100.0,5.9,1.0,1.0,0,0,0.0,60.0,0,8,,0,0,100.0,1,1,100.0,17,0,0,1,0,8,12,8.0,8.0
Victor Dimukeje,56347,ED,ARZ,10,17,0,1,0,-8.0,0.0,14.3,,2.0,0,0,0.0,94.2,0,,0.0,0,0,39.6,0,2,11.8,14,1,1,1,0,0,0,0.0,,0,0,,,25.0,,,0,0,,51.5,0,,25.0,1,0,0.0,0,15,88.2,60,1,3,0,0,0,0,0.0,
A.J. Epenesa,56369,ED,BUF,17,13,0,4,0,4.0,100.0,9.0,6.0,6.0,0,0,0.0,34.9,0,28,0.0,0,0,118.8,1,7,53.8,78,2,1,1,0,28,24,4.7,28.0,0,0,,,2.7,,,1,1,,77.0,0,,33.3,1,1,0.0,0,6,46.2,221,3,2,0,0,0,0,0.0,
Andre Jones Jr.,56395,ED,WAS,2,1,0,32,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,
Chase Young,56436,ED,NO,17,20,0,20,0,,,5.3,,,1,1,,85.9,0,,,0,1,0.0,0,8,40.0,151,1,0,0,0,0,0,0.0,,0,0,,,3.3,,,0,0,,87.0,0,,25.0,2,0,0.0,0,10,50.0,301,5,6,0,0,0,0,0.0,
Yetur Gross-Matos,56444,ED,SF,11,2,0,28,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,54,2,0,0,0,0,0,,,0,0,11.0,100.0,0.7,1.0,1.0,0,0,0.0,45.2,0,14,0.0,0,0,118.8,1,1,50.0,142,1,1,1,0,14,3,14.0,14.0
Patrick Johnson,56460,ED,NYG,6,1,0,21,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,13,0,0,0,0,0,0,0.0,
D.J. Davidson,56523,DI,NYG,12,3,0,21,0,,,3.4,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,29,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,78.7,0,,50.0,1,0,0.0,0,0,0.0,69,3,1,0,0,0,0,,
T.J. Slaton,56597,DI,GB,17,2,0,12,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,41,0,0,0,0,0,0,,,0,0,,,1.5,,,0,0,,59.1,0,,,0,0,0.0,0,2,100.0,132,0,0,0,0,0,0,0.0,
Malik Herring,56616,ED,KC,12,4,0,16,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,31,0,0,0,0,0,0,,,0,0,5.5,100.0,5.7,1.5,1.5,0,0,0.0,49.9,0,10,0.0,0,0,102.1,2,3,75.0,53,0,1,2,0,17,6,5.7,8.5
DJ Johnson,56704,ED,CAR,14,19,0,5,0,,,6.1,,,0,0,,78.9,0,,0.0,0,0,0.0,0,2,10.5,33,1,1,0,0,0,0,0.0,,0,1,,,14.9,,,0,0,,69.5,0,,0.0,0,0,0.0,0,13,68.4,87,1,3,0,0,0,0,0.0,
Kwity Paye,56713,ED,IND,15,8,0,14,0,,,0.0,,,0,0,,63.4,0,,0.0,0,0,0.0,0,0,0.0,56,2,2,0,0,0,0,,,0,0,10.0,100.0,2.2,6.0,6.0,0,0,0.0,57.7,0,29,0.0,0,0,118.8,1,6,75.0,279,8,5,1,0,29,19,4.8,29.0
Jordan Elliott,56734,DI,SF,15,1,0,28,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,39,0,0,0,0,0,0,,,0,0,,,0.6,,,0,0,,54.5,0,,,0,0,0.0,0,1,100.0,154,0,0,0,0,0,0,0.0,
Isaiah Thomas,56798,ED,CIN,2,2,0,7,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,0,-1.0,100.0,25.0,2.0,2.0,0,0,0.0,61.8,0,0,,0,0,79.2,1,2,100.0,8,0,0,1,0,0,1,0.0,0.0
Javon Kinlaw,56834,DI,NYJ,17,2,0,22,0,-2.0,0.0,0.0,,0.0,0,0,0.0,,0,,,0,0,39.6,0,0,0.0,121,1,0,1,0,0,0,,,0,0,3.0,100.0,0.9,2.0,2.0,0,0,0.0,55.0,0,3,0.0,0,0,79.2,1,2,100.0,221,4,2,1,0,3,0,1.5,3.0
Arnold Ebiketie,56862,ED,ATL,17,57,0,2,0,,,5.7,,,0,0,,66.0,0,,0.0,0,0,0.0,0,5,8.8,87,2,1,0,0,0,0,0.0,,0,2,4.0,83.3,19.4,7.8,6.5,0,0,0.0,67.3,0,14,10.0,1,0,88.9,5,41,71.9,211,9,7,6,0,32,11,0.8,6.4
Ta'Quon Graham,56868,DI,ATL,10,1,0,2,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,1.4,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,74,0,0,0,0,0,0,0.0,
Micheal Clemons,56872,ED,NYJ,17,3,0,22,0,,,0.0,,,0,0,,60.0,0,,50.0,1,0,0.0,0,0,0.0,118,1,1,0,0,0,0,,,0,1,,,1.8,,,0,0,,71.0,0,,0.0,0,0,0.0,0,3,100.0,166,3,1,0,0,0,0,0.0,
Jaelan Phillips,56902,ED,MIA,4,18,0,17,0,,,11.1,,,0,0,,62.0,0,,,0,0,0.0,0,2,11.1,18,1,0,0,0,0,0,0.0,,0,0,1.5,50.0,25.0,13.0,6.5,0,0,0.0,47.5,0,9,100.0,1,0,62.5,1,13,72.2,52,0,0,2,0,9,10,0.7,9.0
Jay Tufele,56913,DI,CIN,12,1,0,7,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,20,0,0,0,0,0,0,,,0,0,,,1.3,,,0,0,,55.3,0,,50.0,1,0,0.0,0,1,100.0,77,0,1,0,0,0,0,0.0,
DeAngelo Malone,56941,ED,ATL,9,22,0,2,0,,,35.7,,,0,0,,64.0,0,,,0,0,0.0,0,10,45.5,28,0,0,0,0,0,0,0.0,,0,0,,,22.5,,,0,0,,31.0,0,,0.0,0,0,0.0,0,9,40.9,40,4,3,0,0,0,0,0.0,
James Lynch,56962,DI,TEN,16,1,0,31,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,24,0,0,0,0,0,0,,,0,0,,,1.2,,,0,0,,59.9,0,,,0,0,0.0,0,1,100.0,82,1,0,0,0,0,0,0.0,
Troy Andersen,57317,LB,ATL,7,148,0,2,1,-1.5,50.0,62.5,23.0,11.5,0,0,0.0,59.4,0,3,50.0,1,0,56.3,1,25,16.9,40,0,0,2,0,3,7,0.1,3.0,0,3,1.3,93.3,88.1,5.9,5.5,0,0,0.0,51.0,1,31,21.4,3,0,76.7,14,89,60.1,101,4,8,15,0,136,118,1.6,9.7
Jack Gibbens,57662,LB,TEN,8,129,0,31,0,-7.0,100.0,73.1,18.0,18.0,0,0,0.0,68.7,0,24,,0,0,118.8,1,19,14.7,26,0,0,1,0,24,31,1.3,24.0,0,5,2.3,71.4,95.6,16.8,12.0,0,0,0.0,65.5,0,9,14.3,2,0,74.1,5,86,66.7,90,2,7,7,0,18,11,0.2,3.6
D'Marco Jackson,57691,LB,NO,3,26,0,20,0,,,70.0,,,0,0,,63.7,0,,,0,0,0.0,0,7,26.9,10,0,0,0,0,0,0,0.0,,0,1,4.0,100.0,77.3,16.0,16.0,0,0,0.0,56.9,0,10,0.0,0,0,108.3,1,17,65.4,22,0,0,1,0,10,6,0.6,10.0
Tony Fields II,57698,LB,CLV,1,5,0,8,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,,,80.0,,,0,0,,63.3,0,,,0,0,0.0,0,4,80.0,5,0,0,0,0,0,0,0.0,
Chandler Wooten,57726,LB,CAR,3,80,0,5,0,3.0,100.0,57.1,7.0,7.0,0,0,0.0,79.8,0,3,0.0,0,0,79.2,1,8,10.0,14,1,2,1,0,3,0,0.4,3.0,0,1,7.0,60.0,84.7,15.3,9.2,0,0,0.0,38.7,0,20,42.9,3,0,134.2,3,50,62.5,59,0,3,5,1,51,33,1.1,17.0
K.J. Britt,57727,LB,TB,14,330,0,30,0,-2.0,33.3,84.4,50.0,16.7,0,0,0.0,60.8,0,10,100.0,2,0,43.8,1,54,16.4,64,0,0,3,0,10,15,0.2,10.0,0,5,5.4,79.3,86.1,10.2,8.1,0,1,3.4,42.5,0,32,7.4,2,1,113.4,23,242,73.3,281,5,20,29,1,245,142,1.0,10.7
Jalen Pitre,57737,S,HST,12,379,0,13,0,14.7,60.0,84.2,8.9,5.3,0,1,6.7,42.9,0,69,0.0,0,0,143.8,9,85,22.4,101,2,6,15,3,210,82,2.6,23.3,0,3,2.4,85.2,88.0,9.3,7.9,0,3,11.1,79.5,1,23,14.3,4,3,86.4,23,221,58.3,251,7,21,27,1,148,95,0.7,6.4
Terrel Bernard,57739,LB,BUF,13,409,0,4,0,-2.0,50.0,56.2,53.0,26.5,0,0,0.0,72.5,0,1,25.0,1,0,56.3,1,59,14.4,105,2,3,2,0,1,0,0.0,1.0,0,9,7.0,66.7,97.4,8.4,5.6,0,0,0.0,29.8,1,66,16.7,6,0,96.9,30,263,64.3,270,6,21,45,2,364,239,1.5,12.1
Isaiah McDuffie,57754,LB,GB,17,372,0,12,1,6.2,50.0,77.3,16.0,8.0,0,0,0.0,64.8,0,18,0.0,0,0,102.1,3,51,13.7,66,0,2,6,2,27,13,0.6,9.0,0,10,3.7,88.6,93.8,6.4,5.7,1,2,4.5,49.5,0,32,11.4,5,2,115.4,39,259,69.6,276,11,29,44,1,435,301,1.7,11.2
Baylon Spector,57782,LB,BUF,8,174,0,4,0,4.0,60.0,81.6,9.3,5.6,0,0,0.0,39.3,0,26,50.0,1,0,125.0,3,31,17.8,38,1,1,5,1,40,20,1.4,13.3,0,5,4.9,94.7,96.6,6.1,5.8,0,0,0.0,31.5,0,20,17.4,4,0,108.1,18,112,64.4,116,1,14,19,0,189,111,1.7,10.5
Nate Landman,57788,LB,ATL,13,297,0,2,0,1.7,100.0,77.1,11.3,11.3,0,0,0.0,54.2,0,13,0.0,0,0,145.1,3,37,12.5,48,0,2,3,1,28,27,0.8,9.3,0,5,4.3,88.2,96.3,11.5,10.2,0,0,0.0,59.8,0,27,14.3,3,0,104.4,15,181,60.9,188,3,13,17,0,154,105,0.9,10.3
Ventrell Miller,57809,LB,JAX,15,237,0,15,1,-0.3,75.0,86.3,21.3,16.0,0,0,0.0,76.8,0,17,40.0,2,0,90.6,3,69,29.1,80,1,2,4,0,25,27,0.4,8.3,0,4,5.0,95.2,99.3,6.2,5.9,0,0,0.0,34.8,0,32,15.4,4,0,108.7,20,133,56.1,134,6,18,21,0,212,111,1.7,10.6
James Houston,57810,ED,CLV,11,5,0,8,0,,,3.3,,,0,0,,61.3,0,,100.0,2,0,0.0,0,2,40.0,60,0,0,0,0,0,0,0.0,,0,0,,,5.4,,,0,0,,62.6,0,,0.0,0,0,0.0,0,2,40.0,37,0,1,0,0,0,0,0.0,
Mykal Walker,57834,LB,WAS,8,18,0,32,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.6,2,0,0,0,0,0,0,0.0,,0,3,4.3,100.0,93.8,3.5,3.5,0,0,0.0,29.8,0,29,0.0,0,0,118.8,4,15,83.3,16,1,1,4,0,62,45,4.4,15.5
Monty Rice,57839,LB,NE,1,2,0,19,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Robert Beal Jr.,57840,ED,SF,14,4,0,28,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,0,,,9.5,,,0,0,,61.6,0,,,0,0,0.0,0,4,100.0,42,0,0,0,0,0,0,0.0,
Del'Shawn Phillips,57868,LB,HST,3,10,0,13,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,4.3,100.0,90.0,3.0,3.0,0,0,0.0,55.9,0,16,33.3,1,0,112.5,3,9,90.0,10,0,2,3,0,33,20,3.7,11.0
