player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Sione Takitaki,12666,LB,NE,11,6,3.9,0,0,19,65.5,63.0,83.2,55.9,59.5,44.0,17.6,3,0,111,112,1.8,2,8
Sam Eguavoen,15301,LB,NYJ,7,2,2.8,0,0,22,62.0,67.7,75.2,53.5,68.6,54.2,11.1,1,0,51,53,7.8,4,6
Ross Dwelley,20994,TE,ATL,1,0,,0,0,2,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Sam Kamara,24176,DI,CLV,11,5,2.4,0,0,8,60.0,65.7,84.0,60.6,64.3,61.6,7.1,1,0,131,134,4.6,6,8
Nathan Shepherd,24614,DI,NO,16,11,2.4,1,0,20,59.2,43.4,48.1,66.9,32.6,52.1,7.7,3,3,242,253,6.6,16,25
Foyesade Oluokun,24904,LB,JAX,13,21,3.4,1,0,15,69.5,68.5,64.6,74.1,62.8,64.6,14.9,10,4,332,344,6.0,20,36
Levi Wallace,25445,CB,DEN,6,1,7.7,1,0,10,64.3,66.9,84.5,58.5,79.3,79.4,0.0,0,1,70,70,1.4,1,3
Anfernee Jennings,25449,ED,NE,16,13,2.1,0,1,19,54.1,66.9,70.6,59.2,73.0,67.0,7.4,5,2,397,405,9.3,37,50
Sean Murphy-Bunting,25891,CB,ARZ,15,5,5.2,2,1,1,53.1,56.5,52.9,59.0,70.0,29.3,20.0,4,9,297,306,2.0,6,11
Clelin Ferrell,25955,ED,WAS,14,8,5.2,2,0,32,56.9,58.5,26.4,60.1,63.8,65.8,9.1,2,4,176,178,4.5,8,12
Dexter Lawrence,25991,DI,NYG,12,11,2.4,0,1,21,58.5,89.9,88.6,81.4,83.8,47.9,8.6,3,1,213,217,7.0,15,21
KhaDarel Hodge,26104,WR,ATL,1,0,-2.0,0,0,2,,60.0,66.4,60.0,60.0,70.8,0.0,0,1,1,1,100.0,1,1
Maxx Crosby,26316,ED,LV,12,9,-0.2,2,0,23,66.1,74.3,46.9,70.1,73.5,48.7,14.7,5,6,284,295,5.6,16,20
Jeremiah Moon,26453,ED,PIT,8,0,13.0,0,0,25,46.0,44.0,81.6,46.6,53.5,69.2,0.0,0,0,42,43,0.0,0,1
D.J. Reed,26940,CB,NYJ,14,3,9.2,2,0,22,70.1,70.7,42.0,71.8,71.8,64.3,15.4,4,11,361,374,1.4,5,19
Isaiah Rodgers,27069,CB,PHI,12,1,1.0,0,1,24,74.0,76.0,83.4,,80.6,53.2,0.0,0,1,119,120,0.8,1,1
Bryce Huff,27128,ED,PHI,12,2,3.3,0,0,24,51.8,68.4,86.6,68.3,60.2,64.0,0.0,0,0,93,95,5.4,5,7
Siran Neal,27130,CB,MIA,9,0,4.5,0,0,17,60.1,53.9,78.7,56.9,41.8,43.2,33.3,1,1,24,24,0.0,0,2
Montez Sweat,27271,ED,CHI,16,6,0.9,1,0,6,49.9,65.7,39.2,67.6,65.5,61.2,4.8,1,5,242,247,5.0,12,14
Devin Bush,27375,LB,CLV,16,21,3.7,0,0,8,57.9,79.2,81.6,77.5,86.4,80.6,10.3,6,0,269,273,6.3,17,31
Michael Dwumfour,27376,DI,CLV,1,0,,0,0,8,,37.4,69.7,60.0,46.0,,,0,0,4,4,0.0,0,0
David Long Jr.,27377,CB,IND,1,0,,0,0,14,42.0,29.9,0.0,,60.0,,,0,2,2,2,0.0,0,0
Joshua Uche,27379,ED,KC,9,3,3.9,1,0,16,29.5,54.9,30.0,68.7,70.2,54.6,16.7,2,3,65,67,6.2,4,7
D'Angelo Ross,27732,CB,HST,4,1,2.0,0,0,13,66.6,65.5,82.2,,56.6,29.9,50.0,2,0,71,72,1.4,1,1
Khalil Dorsey,27819,CB,DET,5,1,4.3,0,0,11,46.8,47.7,77.9,,54.6,62.9,16.7,1,0,24,24,4.2,1,4
Armon Watts,27844,DI,NYG,5,4,0.5,0,0,21,60.0,58.8,79.7,71.5,46.9,29.2,14.3,1,0,39,40,5.1,2,2
Joe Gaziano,27949,ED,JAX,3,1,3.3,0,0,15,,48.8,80.0,42.5,58.7,44.1,0.0,0,0,21,21,4.8,1,3
DaVon Hamilton,28072,DI,JAX,17,13,2.2,0,0,15,66.7,54.5,88.0,50.6,54.2,53.5,6.9,4,0,267,275,12.4,33,41
Dre'Mont Jones,28075,ED,SEA,17,6,1.8,0,0,29,37.7,54.3,53.9,66.0,45.5,54.6,5.3,1,3,217,230,4.1,9,12
Malik Harrison,28081,LB,BLT,15,12,2.3,0,0,3,30.6,50.7,85.5,61.5,67.9,32.0,13.2,5,0,174,178,9.2,16,21
Jerome Baker,28091,LB,TEN,10,12,3.0,1,1,31,60.7,61.0,24.4,54.9,65.7,55.0,16.7,6,3,229,236,4.8,11,18
Neville Gallimore,28094,DI,LA,14,11,3.5,0,0,26,60.0,47.8,84.1,51.5,47.8,51.2,8.7,2,0,139,145,2.9,4,10
Tremon Smith,28196,CB,DEN,3,0,,0,0,10,36.9,41.8,81.1,,61.5,,,0,0,10,10,0.0,0,0
Troy Dye,28251,LB,LAC,10,8,3.1,0,0,27,55.1,68.8,81.3,57.9,80.9,64.5,5.4,2,0,129,132,10.1,13,27
Brenden Schooler,28253,S,NE,2,0,,0,0,19,57.2,67.2,78.7,82.3,61.2,79.5,,0,0,9,9,0.0,0,0
Kevin Givens,28308,DI,SF,8,2,1.3,0,0,28,60.0,49.6,48.9,68.2,38.4,44.8,14.3,1,1,74,77,5.4,4,4
Myles Adams,28430,DI,DET,6,1,4.7,0,0,11,59.3,57.6,79.5,60.1,55.4,45.8,20.0,1,0,32,34,6.3,2,3
Bilal Nichols,28451,DI,ARZ,6,3,2.4,0,0,1,60.0,39.6,46.4,54.1,39.8,43.6,11.1,1,1,86,88,3.5,3,5
DeShon Elliott,28854,S,PIT,15,18,5.2,1,1,25,60.5,70.2,63.4,63.7,87.8,90.3,1.8,1,2,297,306,5.7,17,37
Jack Jones,29050,CB,LV,17,9,5.7,3,0,23,52.9,53.9,45.5,80.2,58.6,39.1,22.6,7,7,382,396,1.8,7,15
David Long Jr.,29367,LB,DET,10,3,2.6,0,0,11,41.3,38.6,83.0,60.6,41.8,27.1,40.6,13,0,144,152,9.0,13,16
Germaine Pratt,29407,LB,CIN,17,15,4.1,1,1,7,53.4,60.6,70.7,54.5,70.1,47.6,9.1,7,2,427,431,6.6,28,55
Chris Board,29456,LB,BLT,9,5,5.0,0,0,3,75.9,74.4,81.4,66.3,60.3,73.9,0.0,0,0,50,52,2.0,1,4
Logan Wilson,29623,LB,CIN,11,21,3.9,0,1,7,57.0,72.4,85.8,55.8,90.0,66.0,3.8,2,0,292,297,6.2,18,29
Ty Summers,30242,LB,NYG,4,7,2.0,0,0,21,46.6,64.0,81.9,53.1,78.3,73.9,11.1,2,0,58,59,12.1,7,9
Andrew Van Ginkel,30267,ED,MIN,17,10,4.4,2,0,18,82.3,70.8,71.9,64.2,59.4,47.1,20.0,8,2,287,302,4.2,12,22
T.J. Edwards,30737,LB,CHI,17,23,2.6,0,0,6,56.9,60.7,85.8,67.5,60.5,74.9,7.0,5,0,457,467,6.6,30,43
George Odum,31342,S,SF,7,1,5.3,0,0,28,66.7,70.5,79.5,,69.8,57.0,16.7,1,0,41,43,4.9,2,4
Khalen Saunders,31534,DI,NO,13,7,4.2,0,0,20,65.7,54.7,70.9,60.6,49.2,58.3,8.8,3,1,223,227,5.8,13,24
Abdullah Anderson,32708,DI,TEN,3,0,,0,0,31,,62.4,77.6,56.4,64.0,,,0,0,18,18,0.0,0,0
Dane Jackson,32989,CB,CAR,9,5,1.7,0,0,5,36.4,33.8,81.0,40.8,38.4,27.1,27.3,3,1,86,90,2.3,2,3
Cam Gill,33560,ED,CAR,10,6,6.1,0,0,5,36.1,49.1,82.9,51.2,56.1,63.2,6.3,1,0,115,118,1.7,2,9
Robert Rochell,33693,CB,GB,1,0,,0,0,12,,60.0,64.5,,60.0,,,0,0,1,1,0.0,0,0
Eric Johnson,33698,DI,NE,10,7,2.7,0,0,19,62.3,54.2,83.1,58.3,50.4,61.5,6.7,1,0,105,109,2.9,3,7
Mike Hughes,34057,CB,ATL,15,5,5.8,0,0,2,71.4,71.9,86.3,52.4,68.2,46.2,23.1,6,1,255,265,2.7,7,15
Kendall Sheffield,34105,CB,NYJ,3,1,4.3,0,0,22,39.3,46.7,79.3,59.5,79.9,62.6,0.0,0,0,29,29,6.9,2,4
Kris Boyd,34222,CB,HST,1,0,6.0,0,0,13,29.5,30.4,75.9,,52.6,24.3,0.0,0,0,23,23,4.3,1,1
Darnell Savage,34247,S,JAX,13,3,8.8,0,0,15,41.5,46.9,83.6,51.8,62.0,61.1,16.1,5,1,298,307,2.3,7,23
Zayne Anderson,34622,S,GB,5,1,5.0,0,0,12,75.6,80.8,80.7,59.2,73.0,65.6,25.0,1,0,44,46,2.3,1,2
Zack Baun,34632,LB,PHI,16,26,2.8,0,2,24,91.7,90.1,50.7,66.2,73.1,65.8,12.2,11,2,324,333,11.1,36,53
Johnathan Abram,34646,S,NO,3,2,12.7,0,0,20,45.1,35.1,0.0,40.4,46.1,28.9,27.3,3,1,48,49,4.2,2,6
Akeem Davis-Gaither,34788,LB,CIN,17,11,4.0,1,0,7,57.5,59.0,53.4,63.5,60.6,50.2,9.3,4,3,193,195,7.8,15,28
Jamel Dean,34918,CB,TB,12,3,12.4,2,0,30,74.9,75.1,87.8,55.8,68.0,65.9,11.1,1,3,203,208,0.5,1,5
Josh Butler,35097,CB,DAL,4,4,7.0,0,0,9,47.9,49.9,80.5,63.6,58.0,70.2,0.0,0,1,56,57,0.0,0,1
Trevis Gipson,35241,ED,SEA,4,0,,0,0,29,29.1,33.1,0.0,53.5,57.1,21.5,,0,1,16,17,0.0,0,0
Blake Cashman,35413,LB,MIN,14,17,2.9,0,0,18,63.1,71.6,65.0,70.3,73.9,68.6,8.8,5,1,269,283,7.8,21,35
Darrell Taylor,36001,ED,CHI,16,3,4.3,0,0,6,53.1,59.1,37.9,70.5,48.9,64.2,8.0,2,3,134,134,9.0,12,20
T.J. Smith,36851,DI,CAR,3,1,4.0,0,0,5,,47.1,78.4,55.2,44.7,68.7,0.0,0,0,20,21,0.0,0,1
Shy Tuttle,37279,DI,CAR,15,11,4.3,0,0,5,97.6,42.7,77.0,51.4,33.5,36.5,10.9,5,1,361,372,3.6,13,30
Quinton Bell,37468,ED,MIA,14,5,1.5,0,0,17,49.0,64.8,59.6,65.9,69.0,58.0,10.0,2,1,128,131,8.6,11,13
Troy Reeder,38268,LB,LA,6,7,4.1,0,0,26,55.9,57.9,80.8,50.2,61.7,62.0,18.5,5,0,177,183,5.1,9,15
Camryn Bynum,38408,S,MIN,17,12,8.2,0,0,18,59.6,63.0,91.0,50.7,70.7,74.8,15.4,6,0,302,315,1.7,5,21
Cameron Goode,38410,ED,MIA,1,0,,0,0,17,62.0,55.6,73.5,52.2,60.0,,,0,0,1,1,0.0,0,0
Casey Toohill,38472,ED,BUF,14,4,2.2,0,0,4,71.5,51.1,87.4,53.0,47.2,53.3,13.3,2,0,125,130,5.6,7,9
Matthew Adams,38526,LB,NYG,1,0,,0,0,21,60.7,52.3,63.6,39.4,60.0,25.6,,0,0,1,1,0.0,0,0
Folorunso Fatukasi,38558,DI,HST,11,5,1.6,0,0,13,65.7,33.7,9.2,57.5,32.4,57.5,4.3,1,4,157,161,8.3,13,17
Maurice Hurst,38563,DI,CLV,8,5,2.6,0,0,8,55.4,45.3,45.6,53.7,50.8,63.0,0.0,0,1,88,91,6.8,6,11
Eric Wilson,38587,LB,GB,17,12,3.3,0,0,12,59.1,65.8,85.9,71.0,68.0,51.8,11.8,4,0,235,245,5.1,12,18
Joe Giles-Harris,39382,LB,JAX,2,1,,0,0,15,50.6,73.7,71.4,60.0,77.2,75.9,0.0,0,0,8,8,0.0,0,0
Devin Duvernay,40006,WR,JAX,1,0,,0,0,15,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Tershawn Wharton,40292,DI,KC,16,5,2.7,0,0,16,47.5,56.3,76.9,68.3,44.3,35.0,9.1,2,1,192,198,6.3,12,15
Chazz Surratt,40313,LB,NYJ,12,3,1.6,0,0,22,76.7,72.7,75.9,64.9,62.1,71.2,7.7,1,0,71,75,9.9,7,9
L'Jarius Sneed,40588,CB,TEN,5,0,10.8,0,0,31,36.8,36.3,0.0,42.4,57.7,45.9,20.0,2,4,127,132,3.9,5,8
Reggie Gilliam,40951,FB,BUF,1,0,2.0,0,0,4,,60.0,60.0,,60.0,70.6,0.0,0,2,1,1,0.0,0,1
Alohi Gilman,41662,S,LAC,11,6,10.2,0,0,27,54.2,55.3,28.0,61.7,63.3,57.5,24.0,6,3,213,221,1.9,4,13
Trevon Diggs,41817,CB,DAL,11,1,6.2,3,0,9,60.3,56.6,29.7,60.0,43.9,34.5,21.1,4,5,284,294,1.4,4,14
Jalen Virgil,41991,WR,BUF,1,0,,0,0,4,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Ed Oliver,42200,DI,BUF,14,7,1.3,0,0,4,74.8,71.0,86.8,79.0,44.2,29.6,26.1,6,0,198,204,4.0,8,10
Divine Deablo,42208,LB,LV,14,8,3.7,1,0,23,53.2,56.8,64.0,66.6,58.7,55.0,19.4,7,1,300,309,5.0,15,21
Bryce Hall,42313,CB,TB,1,0,,0,0,30,43.1,45.2,72.1,,60.0,,,0,0,6,6,0.0,0,0
Janarius Robinson,42447,ED,LV,8,0,2.3,0,0,23,63.4,42.6,4.8,52.3,48.2,53.5,25.0,1,2,36,36,8.3,3,3
Amen Ogbongbemiga,42449,LB,CHI,2,0,,0,0,6,63.1,70.9,72.3,75.4,60.0,76.0,,0,0,2,2,0.0,0,0
Isaiah Simmons,42451,LB,NYG,10,0,7.6,0,1,21,43.6,45.6,81.1,52.9,61.5,49.0,16.7,1,0,36,37,8.3,3,5
K'Von Wallace,42467,S,SEA,9,0,7.7,0,0,29,41.8,38.1,79.4,60.0,48.1,33.9,14.3,1,0,68,72,1.5,1,6
Antoine Winfield Jr.,42475,S,TB,9,10,10.7,0,0,30,50.3,56.8,0.0,79.5,73.2,73.4,7.4,2,3,184,190,2.2,4,15
Tomon Fox,42486,ED,NYG,10,6,1.0,0,0,21,49.2,62.4,86.6,60.6,63.9,29.0,16.7,2,0,107,110,2.8,3,4
Rashad Weaver,42495,ED,HST,1,0,,0,0,13,,37.6,76.3,66.9,35.9,24.2,100.0,1,0,9,9,0.0,0,0
Shemar Jean-Charles,42496,CB,NO,4,2,6.0,0,0,20,62.8,59.5,80.5,,45.6,64.4,25.0,1,0,59,61,0.0,0,1
Keir Thomas,42509,ED,LA,1,2,-1.0,0,0,26,61.7,42.5,0.0,58.0,48.0,44.1,25.0,1,1,20,21,5.0,1,1
Daniel Thomas,42544,S,JAX,4,0,,0,0,15,60.7,54.3,0.0,58.4,60.5,44.7,,0,1,6,6,0.0,0,0
Krys Barnes,42548,LB,ARZ,14,5,2.6,0,0,1,58.0,63.1,6.8,63.1,71.8,71.6,5.9,1,1,74,74,9.5,7,11
Nazeeh Johnson,42553,CB,KC,14,7,3.5,1,0,16,51.2,53.9,85.4,65.8,61.5,73.0,13.0,3,2,156,158,5.1,8,13
Justin Strnad,42659,LB,DEN,14,6,3.5,1,0,10,51.5,55.5,26.2,68.1,61.7,45.4,11.6,5,4,200,204,9.5,19,32
Chauncey Golston,42718,ED,DAL,17,12,3.3,0,0,9,68.9,65.3,90.9,60.7,56.8,40.1,14.6,7,0,309,321,6.8,21,29
Nick Bosa,42741,ED,SF,14,7,2.1,1,0,28,73.6,91.0,55.0,89.3,79.9,43.7,13.5,5,5,260,267,6.9,18,25
Osa Odighizuwa,42754,DI,DAL,17,5,3.1,0,0,9,61.6,68.1,71.0,78.5,50.8,47.0,8.1,3,2,327,336,6.1,20,29
Curtis Robinson,42871,LB,SF,1,0,,0,0,28,,61.6,60.1,,60.0,,,0,0,1,1,0.0,0,0
Avery Williams,42873,HB,ATL,1,0,,0,0,2,76.6,75.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Troy Pride Jr.,42883,CB,DAL,2,0,,0,0,9,62.4,64.6,76.7,,69.9,36.7,,0,0,16,16,0.0,0,0
Kristian Fulton,42894,CB,LAC,15,1,3.9,4,0,27,67.9,71.1,87.0,60.0,79.3,72.3,16.7,2,9,295,300,2.0,6,9
Rashan Gary,42905,ED,GB,17,11,2.0,0,0,12,48.3,73.8,80.2,66.3,75.3,68.2,2.5,1,1,210,220,10.5,22,28
Khalid Kareem,42993,ED,ATL,2,2,3.7,0,0,2,60.4,79.1,76.5,72.3,72.7,75.0,0.0,0,0,17,18,11.8,2,3
Jonathon Cooper,43021,ED,DEN,17,7,2.3,0,0,10,59.6,71.8,71.1,68.0,71.3,48.6,10.3,4,2,272,276,8.8,24,28
Charvarius Ward,43034,CB,SF,12,6,4.7,0,0,28,58.2,56.2,85.5,43.6,48.4,70.1,11.5,3,3,298,305,2.7,8,17
Brandon Jones,43049,S,DEN,16,15,8.7,0,0,10,90.0,86.1,61.4,67.7,70.8,73.2,14.8,8,2,311,318,2.9,9,31
Devin White,43089,LB,HST,6,4,6.4,0,0,13,62.4,57.0,76.5,37.7,58.4,46.4,13.3,2,0,66,66,4.5,3,9
Jeremy Chinn,43179,S,WAS,17,19,6.3,0,0,32,66.2,69.0,67.9,58.9,72.2,73.8,5.8,4,2,433,439,4.6,20,46
Mack Wilson Sr.,43190,LB,ARZ,16,13,4.1,0,0,1,56.8,63.8,73.4,61.4,68.5,60.7,18.4,9,1,323,329,5.0,16,27
Richie Grant,43196,S,ATL,5,1,6.5,0,0,2,42.5,37.7,0.0,56.9,49.2,38.5,25.0,1,1,36,37,0.0,0,2
Joe Bachie,43250,LB,CIN,8,0,0.0,0,0,7,59.9,63.7,81.5,54.2,69.2,48.1,0.0,0,0,12,13,8.3,1,1
Damar Hamlin,43291,S,BUF,14,9,8.0,1,0,4,54.0,60.2,88.4,56.4,70.9,76.8,14.3,7,3,343,355,2.6,9,33
Myles Bryant,43336,CB,HST,5,0,3.5,0,0,13,57.6,61.7,77.5,64.5,68.4,36.1,33.3,1,0,24,24,8.3,2,2
Josh Metellus,43395,S,MIN,17,17,4.9,0,1,18,55.0,67.5,86.1,70.9,84.3,87.8,5.3,3,1,291,304,5.8,17,37
Nick Niemann,43500,LB,LAC,3,2,5.7,0,0,27,64.3,71.9,75.7,,69.4,59.9,0.0,0,0,30,31,3.3,1,6
Alex Highsmith,43507,ED,PIT,11,7,3.3,0,0,25,80.2,89.5,4.2,89.4,79.7,82.9,0.0,0,7,187,194,9.6,18,28
Darrell Baker Jr.,43542,CB,TEN,14,3,5.5,0,0,31,62.8,65.5,86.6,60.0,72.7,47.0,10.0,1,1,253,260,0.8,2,6
Ben Stille,43555,DI,ARZ,6,1,0.0,0,0,1,,47.7,80.7,56.8,41.9,26.8,50.0,2,0,40,40,2.5,1,1
Sam Franklin Jr.,43580,S,CAR,1,0,,0,0,5,60.4,62.9,70.7,,60.0,,,0,0,1,1,0.0,0,0
Jake Hansen,43645,LB,HST,6,3,3.6,0,0,13,62.7,78.2,80.6,64.2,85.8,60.1,6.7,1,0,54,55,11.1,6,11
Levi Onwuzurike,43679,DI,DET,16,4,2.4,0,0,11,63.5,69.4,76.6,67.1,64.1,45.9,12.5,3,1,204,211,6.4,13,17
Jeffery Simmons,43742,DI,TEN,16,15,1.7,0,0,31,57.7,80.4,41.1,81.6,73.7,34.9,10.4,7,5,334,342,10.2,34,45
Elerson Smith,43766,ED,CLV,2,1,0.0,0,0,8,,46.3,77.4,56.0,48.3,29.7,33.3,1,0,15,16,6.7,1,1
Derrick Brown,43883,DI,CAR,1,1,2.0,0,0,5,60.8,47.7,78.7,51.4,48.1,26.7,33.3,1,0,33,35,3.0,1,1
Pat Jones II,43974,ED,MIN,15,6,1.9,0,0,18,48.2,55.8,87.3,50.7,69.4,50.3,11.5,3,0,109,112,13.8,15,17
Byron Murphy Jr.,44027,CB,MIN,17,6,9.8,1,0,18,72.6,72.8,88.4,50.6,68.0,41.8,15.0,3,4,335,349,1.5,5,11
Benito Jones,44035,DI,MIA,17,8,0.8,0,0,17,53.0,51.3,72.6,63.0,47.6,41.1,16.0,4,1,226,233,5.3,12,13
Adetokunbo Ogundeji,44047,ED,PIT,3,0,,0,0,25,61.3,60.9,77.1,59.2,59.3,,,0,0,5,5,0.0,0,0
Julian Okwara,44152,ED,ARZ,13,4,0.0,0,0,1,46.9,61.6,60.4,60.7,69.9,30.0,10.0,1,1,135,137,3.0,4,5
Quinnen Williams,44216,DI,NYJ,16,4,2.1,0,0,22,64.6,69.6,44.0,76.1,57.5,27.2,22.9,8,4,258,267,6.2,16,23
Nnamdi Madubuike,44304,DI,BLT,17,9,1.8,0,0,3,62.8,68.3,42.1,69.9,62.5,54.4,5.7,2,6,231,238,8.2,19,24
Boogie Basham,44320,ED,NYG,4,6,-0.5,0,0,21,60.0,73.7,28.0,66.1,75.8,76.4,0.0,0,1,46,47,4.3,2,2
Naquan Jones,44363,DI,ARZ,12,10,3.0,0,0,1,60.0,63.2,83.7,61.6,60.3,65.8,5.3,1,0,124,126,4.0,5,8
Isaiahh Loudermilk,44416,DI,PIT,16,3,2.9,0,0,25,54.7,55.9,82.9,55.6,59.7,41.2,10.5,2,0,93,94,9.7,9,14
Kyzir White,44485,LB,ARZ,17,30,4.3,0,0,1,32.0,48.8,87.0,49.4,73.0,70.0,6.2,5,0,387,396,6.2,24,46
Elijah Garcia,44498,DI,NYG,5,5,1.1,1,0,21,60.0,66.5,82.3,57.3,68.5,75.7,0.0,0,1,63,64,9.5,6,8
Trysten Hill,44519,DI,NE,2,0,,0,0,19,,30.5,72.3,51.9,37.5,,,0,0,4,5,0.0,0,0
Brian Burns,44522,ED,NYG,17,11,2.0,1,0,21,63.4,78.5,74.0,82.9,61.8,59.5,10.5,6,3,348,356,8.6,30,40
D.J. Wonnum,44550,ED,CAR,8,9,5.1,0,0,5,56.6,55.0,85.0,56.4,53.0,55.6,6.5,2,0,181,188,5.0,9,20
Raekwon Davis,44582,DI,IND,17,5,2.0,1,0,14,62.8,37.1,15.1,54.1,38.7,74.0,0.0,0,4,174,175,2.3,4,6
Jonah Williams,44597,DI,DET,9,1,-1.0,0,0,11,57.0,37.7,81.0,64.2,32.9,27.7,50.0,2,0,53,55,1.9,1,1
Leki Fotu,44614,DI,NYJ,2,2,4.0,0,0,22,,36.3,77.1,53.0,38.1,70.4,0.0,0,0,31,32,3.2,1,1
Luke Masterson,45046,LB,LV,4,4,3.5,0,0,23,29.8,46.7,79.1,61.5,77.1,28.5,11.1,1,0,40,41,5.0,2,4
Jordan Fuller,45326,S,CAR,9,13,8.8,0,0,5,47.0,53.8,85.9,51.3,68.5,69.6,15.0,6,0,280,291,2.1,6,21
Eyioma Uwazurike,45414,DI,DEN,4,6,1.3,0,0,10,,76.2,78.2,60.9,75.8,74.0,0.0,0,0,38,39,7.9,3,3
Brandon Stephens,45644,CB,BLT,17,1,5.0,0,0,3,50.7,55.8,89.1,92.9,70.7,60.7,10.0,1,7,303,311,1.7,5,8
Blake Lynch,47621,LB,KC,1,3,2.3,0,0,16,63.0,87.3,71.0,,82.6,80.4,0.0,0,0,21,21,9.5,2,3
Trent Sherfield,48021,WR,MIN,1,0,,0,0,18,,60.0,60.5,,60.0,,,0,1,1,1,0.0,0,0
Brandon Powell,48036,WR,MIN,2,0,,1,0,18,,60.7,60.0,,60.0,,,0,2,2,2,0.0,0,0
Da'Shawn Hand,48386,DI,MIA,17,7,2.2,1,1,17,59.5,60.5,62.5,58.6,61.8,59.9,6.7,2,2,231,242,6.9,16,21
Jalyn Holmes,48400,DI,WAS,16,7,2.7,0,0,32,48.7,49.8,86.7,54.8,49.4,52.9,15.0,3,0,144,147,5.6,8,10
Kentavius Street,48404,DI,ATL,13,2,1.4,1,0,2,74.5,61.5,62.3,57.4,60.4,50.8,6.7,1,2,108,116,6.5,7,12
Anthony Nelson,48405,ED,TB,17,8,4.2,0,1,30,59.6,55.9,89.7,60.9,43.3,62.7,8.7,2,0,177,183,2.8,5,13
Jonathan Greenard,48407,ED,MIN,17,6,1.7,2,0,18,64.4,80.8,69.8,80.0,70.3,33.0,16.7,7,4,284,296,8.1,23,29
Mike Danna,48415,ED,KC,13,11,2.8,0,0,16,68.3,64.9,89.8,55.0,65.6,77.8,0.0,0,0,169,173,5.9,10,22
Demone Harris,48452,ED,ATL,9,2,2.0,0,0,2,79.9,63.0,57.7,48.7,69.0,78.8,0.0,0,1,67,69,4.5,3,3
James Smith-Williams,48455,ED,ATL,10,3,-0.1,0,0,2,79.8,60.9,86.6,52.0,57.0,71.2,0.0,0,0,145,149,4.8,7,9
Sam Hubbard,48457,ED,CIN,14,10,3.4,0,0,7,57.3,58.9,89.5,47.6,67.7,61.0,0.0,0,0,237,240,6.8,16,26
Tyquan Lewis,48475,ED,IND,10,3,1.7,0,1,14,63.4,65.0,70.3,55.8,70.4,40.2,8.7,2,1,157,162,8.9,14,18
Carl Granderson,48500,ED,NO,17,11,2.2,0,0,20,87.8,79.7,73.7,70.3,73.3,33.6,17.0,9,2,274,280,9.9,27,33
Oshane Ximines,48538,ED,NE,2,0,8.0,0,0,19,61.0,66.4,73.4,58.8,64.5,69.9,0.0,0,0,2,2,0.0,0,1
Dorance Armstrong,48557,ED,WAS,16,5,2.4,0,1,32,79.6,68.9,68.2,76.4,46.4,29.7,22.6,7,2,232,237,6.9,16,19
Harold Landry III,48600,ED,TEN,17,11,1.3,0,0,31,74.7,70.5,84.7,49.6,82.2,74.3,4.7,2,1,355,366,7.3,26,30
Roy Lopez,48676,DI,ARZ,16,11,3.1,0,0,1,65.8,54.9,69.2,67.4,45.5,27.4,20.0,7,1,217,222,5.5,12,17
Harrison Phillips,48690,DI,MIN,17,23,3.4,0,0,18,67.1,58.8,87.8,60.0,54.0,65.2,2.0,1,0,297,310,5.7,17,26
Daron Payne,48698,DI,WAS,17,6,1.4,1,0,32,60.5,53.7,58.7,60.8,49.3,27.6,20.5,8,3,292,297,7.2,21,25
Greg Gaines,48706,DI,TB,15,6,1.9,0,0,30,59.2,50.5,50.7,49.5,58.2,27.0,20.0,4,2,129,135,5.4,7,10
Taven Bryan,48753,DI,IND,17,6,1.8,0,0,14,60.4,58.2,45.5,65.3,55.3,64.8,5.0,1,3,176,179,4.5,8,13
Bruce Hector,48759,DI,NYJ,6,5,-0.2,0,0,22,,62.0,81.1,53.5,64.1,73.8,0.0,0,0,69,70,5.8,4,5
L.J. Collier,48822,DI,ARZ,17,6,2.8,0,0,1,60.1,49.2,74.9,57.4,44.1,31.7,17.2,5,1,254,260,4.7,12,18
Eli Ankou,48856,DI,BUF,2,4,0.0,0,0,4,,47.7,76.7,53.7,49.9,71.0,0.0,0,0,23,23,4.3,1,1
Daniel Ekuale,48874,DI,NE,16,16,3.2,0,0,19,64.5,60.3,87.9,51.9,62.7,71.2,2.0,1,0,340,348,6.8,23,34
Poona Ford,48875,DI,LAC,17,14,1.8,0,0,27,68.6,85.1,87.6,71.1,78.8,43.1,8.8,3,0,239,244,5.4,13,17
Justin Jones,48940,DI,ARZ,3,2,5.7,0,0,1,,30.2,80.3,51.6,28.3,44.7,16.7,1,0,39,39,2.6,1,3
Vita Vea,48956,DI,TB,16,10,1.8,0,0,30,55.5,75.7,66.6,76.5,66.3,55.0,5.3,2,2,217,221,8.8,19,26
